date,year,three_region_daily_shape,official_annual_tourists_thousand,annual_scale_factor,city_daily_visitor_estimate,estimate_label,series_scope
2023-01-15,2023,33575.489732729446,80255.2,3.3380182511157135,112075.59751799914,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-16,2023,14269.62654414806,80255.2,3.3380182511157135,47632.273840971466,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-17,2023,14882.67784237615,80255.2,3.3380182511157135,49678.650263327014,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-18,2023,14933.785818244392,80255.2,3.3380182511157135,49849.24961955279,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-19,2023,14813.263345329233,80255.2,3.3380182511157135,49446.94340529239,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-20,2023,14138.322949212485,80255.2,3.3380182511157135,47193.980044639415,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-21,2023,150052.3463344168,80255.2,3.3380182511157135,500877.4706870193,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-22,2023,130747.15920467378,80255.2,3.3380182511157135,436436.4037067329,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-23,2023,72587.33986744357,80255.2,3.3380182511157135,242297.8652774659,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-24,2023,82256.44986744877,80255.2,3.3380182511157135,274573.5309295287,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-25,2023,88962.78615008407,80255.2,3.3380182511157135,296959.40383908484,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-26,2023,88121.75061817322,80255.2,3.3380182511157135,294152.0118837296,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-27,2023,92917.6858587562,80255.2,3.3380182511157135,310160.9312479646,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-28,2023,47246.94181634678,80255.2,3.3380182511157135,157711.15409236774,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-29,2023,44491.44153553541,80255.2,3.3380182511157135,148513.24386406492,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-30,2023,15623.426086048696,80255.2,3.3380182511157135,52151.28142018789,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-01-31,2023,24306.268377796772,80255.2,3.3380182511157135,81134.76746160236,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-01,2023,18349.31039801021,80255.2,3.3380182511157135,61250.333003945416,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-02,2023,23583.658158175574,80255.2,3.3380182511157135,78722.68136006406,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-03,2023,13723.638161991285,80255.2,3.3380182511157135,45809.75465643501,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-04,2023,39108.41866090447,80255.2,3.3380182511157135,130544.61526237347,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-05,2023,40108.5355555637,80255.2,3.3380182511157135,133883.02370999515,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-06,2023,61241.41626426818,80255.2,3.3380182511157135,204424.96521430186,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-07,2023,41209.46747041655,80255.2,3.3380182511157135,137557.95453500975,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-08,2023,41315.8595152101,80255.2,3.3380182511157135,137913.09312230413,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-09,2023,32386.22425717508,80255.2,3.3380182511157135,108105.80765517686,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-10,2023,22815.287406294283,80255.2,3.3380182511157135,76157.8457666608,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-11,2023,143766.26256843802,80255.2,3.3380182511157135,479894.40834813996,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-12,2023,111971.62659386125,80255.2,3.3380182511157135,373763.33317742246,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-13,2023,15008.47110775458,80255.2,3.3380182511157135,50098.55047902766,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-14,2023,15225.04510652385,80255.2,3.3380182511157135,50821.478439636594,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-15,2023,14701.017950935677,80255.2,3.3380182511157135,49072.266230203015,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-16,2023,15091.926342792793,80255.2,3.3380182511157135,50377.12557673636,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-17,2023,36775.932730254484,80255.2,3.3380182511157135,122758.7346553932,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-18,2023,47646.44040499028,80255.2,3.3380182511157135,159044.68767255472,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-19,2023,58343.80558742714,80255.2,3.3380182511157135,194752.68789037873,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-20,2023,15590.480243579615,80255.2,3.3380182511157135,52041.30759672771,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-21,2023,14997.826387118905,80255.2,3.3380182511157135,50063.01820726775,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-22,2023,43582.016383543945,80255.2,3.3380182511157135,145477.56610869372,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-23,2023,23164.234169996314,80255.2,3.3380182511157135,77322.63643256595,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-24,2023,18568.762280036168,80255.2,3.3380182511157135,61982.86739138976,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-25,2023,56888.30815543655,80255.2,3.3380182511157135,189894.2108979421,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-26,2023,61884.124947265394,80255.2,3.3380182511157135,206570.3385282971,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-27,2023,30589.645802516672,80255.2,3.3380182511157135,102108.79598396583,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-02-28,2023,16430.15101366754,80255.2,3.3380182511157135,54844.14395220958,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-01,2023,20206.104444796907,80255.2,3.3380182511157135,67448.34542068241,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-02,2023,18610.282209882713,80255.2,3.3380182511157135,62121.46167500257,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-03,2023,16333.009945193806,80255.2,3.3380182511157135,54519.885292711384,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-04,2023,48008.33049719642,80255.2,3.3380182511157135,160252.68340523675,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-05,2023,39779.2185650325,80255.2,3.3380182511157135,132783.7575851995,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-06,2023,35867.08675216627,80255.2,3.3380182511157135,119724.99019308164,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-07,2023,14746.817920861648,80255.2,3.3380182511157135,49225.14736571646,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-08,2023,15939.59054835484,80255.2,3.3380182511157135,53206.644165719976,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-09,2023,16079.714554329155,80255.2,3.3380182511157135,53674.38065508169,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-10,2023,16811.613086895813,80255.2,3.3380182511157135,56117.471314754,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-11,2023,42927.35430124249,80255.2,3.3380182511157135,143292.29212965808,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-12,2023,44886.928706018756,80255.2,3.3380182511157135,149833.38725722046,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-13,2023,15855.165067927255,80255.2,3.3380182511157135,52924.830371193486,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-14,2023,15584.187789030677,80255.2,3.3380182511157135,52020.30326859904,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-15,2023,15637.697141392598,80255.2,3.3380182511157135,52198.918463388516,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-16,2023,15814.406273281453,80255.2,3.3380182511157135,52788.776770772325,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-17,2023,16202.322266328189,80255.2,3.3380182511157135,54083.647435462,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-18,2023,48319.30094185705,80255.2,3.3380182511157135,161290.70842507153,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-19,2023,47972.60514789421,80255.2,3.3380182511157135,160133.4315372385,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-20,2023,17258.86500172561,80255.2,3.3380182511157135,57610.40636930232,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-21,2023,14949.630780398553,80255.2,3.3380182511157135,49902.14039241162,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-22,2023,15528.103579387278,80255.2,3.3380182511157135,51833.09315320997,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-23,2023,16127.143882275512,80255.2,3.3380182511157135,53832.70061740478,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-24,2023,15529.603596205869,80255.2,3.3380182511157135,51838.100236727405,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-25,2023,39405.059453012596,80255.2,3.3380182511157135,131534.8076404558,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-26,2023,38943.210629495734,80255.2,3.3380182511157135,129993.14783830021,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-27,2023,15735.213237708347,80255.2,3.3380182511157135,52524.42897266804,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-28,2023,15501.309977312152,80255.2,3.3380182511157135,51743.65562047007,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-29,2023,17595.24725227102,80255.2,3.3380182511157135,58733.25646097427,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-30,2023,16896.18008199355,80255.2,3.3380182511157135,56399.757487832256,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-03-31,2023,18763.985617757324,80255.2,3.3380182511157135,62634.5264557467,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-01,2023,49526.035774017364,80255.2,3.3380182511157135,165318.81131907972,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-02,2023,50127.46849081351,80255.2,3.3380182511157135,167326.40470456335,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-03,2023,16399.24763188064,80255.2,3.3380182511157135,54740.98789978372,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-04,2023,13983.02228795195,80255.2,3.3380182511157135,46675.58360294141,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-05,2023,88623.19832135786,80255.2,3.3380182511157135,295825.85346894,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-06,2023,18042.05292793427,80255.2,3.3380182511157135,60224.70196104029,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-07,2023,21354.200752339024,80255.2,3.3380182511157135,71280.71184929657,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-08,2023,51206.4526698162,80255.2,3.3380182511157135,170928.07358673943,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-09,2023,56696.45904379914,80255.2,3.3380182511157135,189253.8150618361,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-10,2023,20469.132178978834,80255.2,3.3380182511157135,68326.3367979313,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-11,2023,26139.16300720475,80255.2,3.3380182511157135,87253.00318693815,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-12,2023,26993.7583311873,80255.2,3.3380182511157135,90105.65797571004,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-13,2023,27760.86231712169,80255.2,3.3380182511157135,92666.26508126265,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-14,2023,26409.97766362659,80255.2,3.3380182511157135,88156.98745274388,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-15,2023,79516.0938924935,80255.2,3.3380182511157135,265426.17267057404,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-16,2023,74810.12973521664,80255.2,3.3380182511157135,249717.5784244875,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-17,2023,22681.12739027931,80255.2,3.3380182511157135,75710.01718463286,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-18,2023,34415.83789348302,80255.2,3.3380182511157135,114880.69501588609,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-19,2023,34600.028655640795,80255.2,3.3380182511157135,115495.52714165566,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-20,2023,32685.638997362243,80255.2,3.3380182511157135,109105.25952257468,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-21,2023,30028.710302159878,80255.2,3.3380182511157135,100236.38304607612,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-22,2023,73061.55345544104,80255.2,3.3380182511157135,243880.79888912852,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-23,2023,70119.76694374393,80255.2,3.3380182511157135,234061.06182219755,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-24,2023,36943.12236983299,80255.2,3.3380182511157135,123316.81672370371,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-25,2023,36341.171702993335,80255.2,3.3380182511157135,121307.49441152166,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-26,2023,32969.71240828761,80255.2,3.3380182511157135,110053.50175290025,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-27,2023,37140.46708147996,80255.2,3.3380182511157135,123975.55697294246,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-28,2023,35422.338301108604,80255.2,3.3380182511157135,118240.4117462957,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-29,2023,276755.2599434472,80255.2,3.3380182511157135,923814.1087835003,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-04-30,2023,444405.1617545604,80255.2,3.3380182511157135,1483432.5408267535,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-01,2023,283025.3993707935,80255.2,3.3380182511157135,944743.9486290225,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-02,2023,238389.41302307328,80255.2,3.3380182511157135,795748.2115437806,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-03,2023,207537.47779762038,80255.2,3.3380182511157135,692763.888678979,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-04,2023,28859.043297988246,80255.2,3.3380182511157135,96332.01323842337,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-05,2023,24096.228604735392,80255.2,3.3380182511157135,80433.65086566326,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-06,2023,73055.42157666592,80255.2,3.3380182511157135,243860.33056586352,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-07,2023,84911.31583542167,80255.2,3.3380182511157135,283435.52198488824,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-08,2023,35186.156287278514,80255.2,3.3380182511157135,117452.0318735456,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-09,2023,27991.2562590275,80255.2,3.3380182511157135,93435.32426429074,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-10,2023,35355.30787742094,80255.2,3.3380182511157135,118016.66296864627,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-11,2023,27993.245270185173,80255.2,3.3380182511157135,93441.96361983672,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-12,2023,30028.510716262987,80255.2,3.3380182511157135,100235.71682470964,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-13,2023,69804.09301281281,80255.2,3.3380182511157135,233007.336479348,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-14,2023,66159.61726810287,80255.2,3.3380182511157135,220842.0099277577,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-15,2023,25926.567310006867,80255.2,3.3380182511157135,86543.35486958295,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-16,2023,27245.089437026738,80255.2,3.3380182511157135,90944.60579407519,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-17,2023,29306.310986743352,80255.2,3.3380182511157135,97825.00094662227,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-18,2023,29568.453941257874,80255.2,3.3380182511157135,98700.03891319313,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-19,2023,25613.73573775347,80255.2,3.3380182511157135,85499.1173718759,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-20,2023,64220.55451407961,80255.2,3.3380182511157135,214369.38306476935,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-21,2023,57688.375534053004,80255.2,3.3380182511157135,192564.85040988613,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-22,2023,22486.961864501354,80255.2,3.3380182511157135,75061.88911584855,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-23,2023,23876.61428487888,80255.2,3.3380182511157135,79700.57425777586,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-24,2023,26136.814920496112,80255.2,3.3380182511157135,87245.16523064952,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-25,2023,26290.648337006347,80255.2,3.3380182511157135,87758.66398259217,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
2023-05-26,2023,25072.358227166606,80255.2,3.3380182511157135,83691.98936079335,annual_anchor_constrained_city_daily_estimate,citywide_daily_estimate__official_annual_total_constrained__three_core_regions_supply_shape
