scenario_id,region_name,period_start,period_end,day_type,scenario_type,time_bin_start,time_bin_end,entry_weight,exit_weight,entry_peak_fraction,exit_peak_fraction,entry_peak_fraction_sensitivity,profile_status,evidence_type,data_status,source_url
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,12:30,13:00,0.06945975744211685,0.03406531531531531,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,13:00,13:30,0.058434399117971325,0.04438813813813813,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,13:30,14:00,0.04740904079382579,0.05471096096096096,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,14:00,14:30,0.03638368246968026,0.06503378378378377,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,14:30,15:00,0.02535832414553473,0.07535660660660659,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,15:00,15:30,0.014332965821389175,0.08567942942942942,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,15:30,16:00,0.003307607497243649,0.09600225225225224,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,16:00,16:30,0.0,0.10632507507507505,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,16:30,17:00,0.0,0.11664789789789788,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,17:00,17:30,0.0,0.10135135135135136,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,17:30,18:00,0.0,0.07882882882882884,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,18:00,18:30,0.0,0.056306306306306286,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,18:30,19:00,0.0,0.03378378378378378,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,19:00,19:30,0.0,0.01126126126126128,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
1,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_evening,night_tourism,19:30,20:00,0.15217391304347827,0.0,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
1,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_evening,night_tourism,20:00,20:30,0.4565217391304348,0.07692307692307693,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
1,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_evening,night_tourism,20:30,21:00,0.3913043478260869,0.3333333333333333,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
1,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_evening,night_tourism,21:00,21:30,0.0,0.5897435897435896,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
2,Beidaihe_District,2025-05-01,2025-05-05,holiday,sunrise_viewing,04:45,05:15,0.707456978967495,0.0,0.18,0.65,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
2,Beidaihe_District,2025-05-01,2025-05-05,holiday,sunrise_viewing,05:15,05:45,0.29254302103250485,0.28571428571428564,0.18,0.65,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
2,Beidaihe_District,2025-05-01,2025-05-05,holiday,sunrise_viewing,05:45,06:15,0.0,0.634920634920635,0.18,0.65,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
2,Beidaihe_District,2025-05-01,2025-05-05,holiday,sunrise_viewing,06:15,06:30,0.0,0.07936507936507935,0.18,0.65,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,16:00,16:30,0.012006861063464836,0.0,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,16:30,17:00,0.03602058319039451,0.0,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,17:00,17:30,0.06003430531732419,0.0,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,17:30,18:00,0.08404802744425385,0.0,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,18:00,18:30,0.10806174957118354,0.0074875207986689,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,18:30,19:00,0.13207547169811318,0.032445923460898515,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,19:00,19:30,0.15608919382504288,0.05740432612312814,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,19:30,20:00,0.1509433962264151,0.08236272878535775,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,20:00,20:30,0.11663807890222985,0.10732113144758736,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,20:30,21:00,0.08233276157804457,0.13227953410981702,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,21:00,21:30,0.04802744425385933,0.1572379367720466,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,21:30,22:00,0.013722126929674104,0.1821963394342762,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,22:00,22:30,0.0,0.1809484193011647,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
3,Beidaihe_New_District,2025-05-01,2025-05-05,holiday,night_tourism,22:30,23:00,0.0,0.060316139767054903,0.5,0.88,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,low_confidence_proxy_not_official_count,https://sg.trip.com/moments/detail/qinhuangdao-132-143116520/
