name,major_category,minor_category,longitude,latitude,poi_family
韦陀巡山,旅游景点,其他,119.43897,40.140313,attraction
天女木兰园,旅游景点,其他,119.422587,40.122991,attraction
药师殿,旅游景点,宗教,119.429925,40.146431,attraction
狂犬吠,旅游景点,其他,119.445588,40.136991,attraction
一帆风顺,旅游景点,其他,119.445367,40.137804,attraction
五祖岭,旅游景点,其他,119.430666,40.132184,attraction
观音送子,旅游景点,其他,119.443858,40.138016,attraction
天女云床,旅游景点,其他,119.431168,40.147572,attraction
王母峰,旅游景点,其他,119.429602,40.135182,attraction
祖山景区-空中草原,旅游景点,其他,119.42008,40.143145,attraction
祖山景区-望海禅寺景区,旅游景点,宗教,119.431503,40.146174,attraction
鼓楼,旅游景点,其他,119.431268,40.146021000000005,attraction
河北秦皇岛柳江国家地质生态公园-响山,旅游景点,其他,119.431411,40.121727,attraction
幽谷禅堂,旅游景点,其他,119.451853,40.135097,attraction
八仙峰,旅游景点,其他,119.425055,40.122906,attraction
奇峰挂月,旅游景点,其他,119.438167,40.140702,attraction
避雨亭,旅游景点,其他,119.4515,40.135192,attraction
地藏殿,旅游景点,宗教,119.430993,40.146113,attraction
财神殿,旅游景点,宗教,119.430276,40.146957,attraction
钟楼,旅游景点,其他,119.431475,40.146323,attraction
神笔书天,旅游景点,其他,119.452203,40.135068,attraction
孔雀迎宾,旅游景点,其他,119.438575,40.140197,attraction
九龙樱花,旅游景点,其他,119.454138,40.135182,attraction
观音殿,旅游景点,宗教,119.431296,40.146551,attraction
长城,旅游景点,其他,119.363314,40.11704,attraction
龙云谷,旅游景点,其他,119.345892,40.064665,attraction
桃林口水库-建设纪念碑,旅游景点,纪念馆,119.059321,40.144038,attraction
老爷寺庙,旅游景点,宗教,119.084078,40.270259,attraction
葫芦亭,旅游景点,其他,119.444714,40.223512,attraction
祖山景区-飞瀑谷,旅游景点,其他,119.41477,40.165753,attraction
巫岚洞天齐寺庙,旅游景点,宗教,119.202637,40.424092,attraction
花厂峪抗日纪念园,旅游景点,纪念馆,119.487247,40.170781,attraction
板城小镇,旅游景点,其他,119.569616,40.193164,attraction
天然禅寺庙,旅游景点,宗教,119.575519,40.190157,attraction
老君顶水上动物园,旅游景点,其他,119.581858,40.154252,attraction
板厂峪塔,旅游景点,其他,119.575552,40.190057,attraction
靈仙洞,旅游景点,其他,119.569931,40.201577,attraction
明长城砖窑遗址,旅游景点,其他,119.570589,40.201413,attraction
长谷口遗址,旅游景点,其他,119.566081,40.213621,attraction
慈母像,旅游景点,其他,119.563452,40.21591,attraction
六眼楼,旅游景点,其他,119.564849,40.230662,attraction
亿年火山口,旅游景点,其他,119.566051,40.244342,attraction
许家山庄,旅游景点,其他,119.557491,40.236517,attraction
明早期长城,旅游景点,其他,119.565614,40.21364,attraction
JD第1楼,旅游景点,其他,119.560221,40.230605,attraction
圣水泉,旅游景点,其他,119.526418,40.26677,attraction
和润山庄,旅游景点,其他,119.694718,40.202305,attraction
白云山庆福寺庙,旅游景点,宗教,119.692164,40.208826,attraction
金屏山景区,旅游景点,其他,119.526606,40.444235,attraction
圣母泉,旅游景点,其他,119.503637,40.419613,attraction
子母象景区,旅游景点,其他,119.582018,40.364958,attraction
妙善观,旅游景点,宗教,119.510889,40.495814,attraction
明光寺庙,旅游景点,宗教,118.789498,40.223441,attraction
隆云寺庙,旅游景点,宗教,118.756711,40.345218,attraction
中国动物,旅游景点,其他,118.974156,40.204957,attraction
龙潭峡谷漂流,旅游景点,其他,118.95445,40.299671,attraction
佛龙寺庙,旅游景点,宗教,118.905282,40.356392,attraction
神石沟旅游区,旅游景点,其他,119.026082,40.55464,attraction
小石湖沟观音庙景区,旅游景点,其他,118.667731,40.437835,attraction
阇黎洞,旅游景点,其他,118.793935,39.769294,attraction
娘娘寺庙,旅游景点,宗教,118.827006,39.81033,attraction
阳山洞,旅游景点,其他,118.945766,39.842037,attraction
龙骧园,旅游景点,公园,118.912633,39.911761,attraction
摇铃山,旅游景点,其他,119.017125,40.032628,attraction
福来岛,旅游景点,植物园,119.291401,39.58066,attraction
海洋大漠观光区-观海长廊,旅游景点,其他,119.274331,39.551447,attraction
昌黎黄金海岸自然环境保护区,旅游景点,其他,119.312558,39.636647,attraction
海螺广场,旅游景点,广场,119.308416,39.620560000000005,attraction
黄金海岸休闲体育滑沙生态公园,旅游景点,公园,119.308208,39.636373,attraction
暴风雨塔,旅游景点,其他,119.307842,39.620678,attraction
阿尔卡迪亚海滩,旅游景点,其他,119.312953,39.630137,attraction
逍遥水母,旅游景点,其他,119.289828,39.599156,attraction
斑海豹,旅游景点,其他,119.291008,39.597832,attraction
滑沙场生态型体育休闲滑沙生态公园,旅游景点,公园,119.301864,39.634925,attraction
鱼岛-入海栈道,旅游景点,其他,119.297721,39.596393,attraction
海上秋千,旅游景点,其他,119.297886,39.596304,attraction
玻璃船,旅游景点,其他,119.296836,39.595302,attraction
天梯热气球,旅游景点,其他,119.297366,39.596072,attraction
小鱼人雕塑,旅游景点,其他,119.284645,39.604354,attraction
鱼岛-海洋动物,旅游景点,水族馆,119.290929,39.597697,attraction
薛家营天主教堂,旅游景点,宗教,119.294525,39.716622,attraction
刘李庄文化休闲广场,旅游景点,广场,119.182373,39.676623,attraction
双溪生态公园,旅游景点,公园,119.158888,39.690346,attraction
民康葡萄主题生态公园,旅游景点,水族馆,119.103492,39.714455,attraction
鸟语林-中心柱,旅游景点,其他,119.704582,40.036338,attraction
秀山樱桃园,旅游景点,其他,119.678465,40.016708,attraction
北纬四十度生态公园,旅游景点,公园,119.479387,39.998632,attraction
山前北纬40生态公园,旅游景点,公园,119.47941,39.99869,attraction
河北秦皇岛国家地质生态公园-汤泉寺,旅游景点,宗教,119.483903,40.042488,attraction
摩诃寺庙,旅游景点,宗教,119.48428,40.046407,attraction
麻念庄郊野生态公园,旅游景点,公园,119.615863,40.043244,attraction
秦皇岛圆明寺庙,旅游景点,宗教,119.6268,40.035459,attraction
山海关茶棚禅寺庙,旅游景点,宗教,119.65404,40.046076,attraction
净土寺庙,旅游景点,宗教,119.574869,40.131313,attraction
傍水崖冰河世纪主题生态公园,旅游景点,公园,119.571393,40.131832,attraction
昌黎葡萄小镇,旅游景点,其他,119.099863,39.746928,attraction
矿坑生态公园,旅游景点,公园,119.101233,39.745561,attraction
卢龙鲍子沟景区,旅游景点,其他,119.097242,39.773731,attraction
幸福广场,旅游景点,广场,119.105334,39.757795,attraction
百年树凰,旅游景点,其他,119.114001,39.756603,attraction
左右生态谷,旅游景点,其他,119.073906,39.824025000000006,attraction
长峪山景区,旅游景点,其他,119.167274,39.790107,attraction
碣石山景区-李大钊避险洞,旅游景点,其他,119.159677,39.755439,attraction
昌黎干红小镇,旅游景点,其他,119.197931,39.79964,attraction
骊城隆盛农业旅游观光园,旅游景点,其他,119.167782,39.851375,attraction
椒园寺庙,旅游景点,宗教,119.164187,39.885866,attraction
兔耳山,旅游景点,其他,119.15423,39.862933,attraction
冀东抗战纪念园,旅游景点,纪念馆,119.11614,39.855859,attraction
柳河溪谷景区,旅游景点,其他,119.115804,39.856044,attraction
听风观水,旅游景点,其他,119.306823,39.788929,attraction
文化艺术广场,旅游景点,广场,119.348383,39.832423,attraction
梨花廊,旅游景点,其他,119.382453,39.887038,attraction
崔庄文化艺术广场,旅游景点,广场,119.30661,39.863779,attraction
紫亭风,旅游景点,其他,119.352595,39.909254,attraction
天齐寺庙,旅游景点,宗教,119.226596,40.024455,attraction
七彩青龙农旅综合体,旅游景点,其他,119.159033,40.303433,attraction
龙王寺庙,旅游景点,宗教,119.159836,40.258745,attraction
慈航普渡,旅游景点,其他,119.386819,40.470183,attraction
龟龙山生态农业园,旅游景点,其他,119.039249,40.41738,attraction
天主堂,旅游景点,宗教,118.976354,39.723336,attraction
张氏扶阳堂,旅游景点,其他,118.865128,39.689060000000005,attraction
步行广场,旅游景点,广场,118.861297,39.708205,attraction
西佛寺庙,旅游景点,宗教,118.880986,39.722865,attraction
华严寺,旅游景点,宗教,119.293697,39.680336,attraction
昌黎海滩,旅游景点,其他,119.330234,39.672376,attraction
圣蓝海洋公园,旅游景点,水族馆,119.323449,39.668609,attraction
鉴赏馆,旅游景点,其他,119.321974,39.669649,attraction
圣蓝生态公园沙滩,旅游景点,其他,119.32651,39.667662,attraction
北戴河新区幸福生态公园,旅游景点,公园,119.308798,39.694944,attraction
东沙河生态生态公园,旅游景点,公园,119.315338,39.711232,attraction
北戴河新区带状生态公园,旅游景点,公园,119.314077,39.692384,attraction
南戴河国际娱乐中心,旅游景点,其他,119.35453,39.73533,attraction
二仙居,旅游景点,其他,119.347758,39.726014000000006,attraction
映荷桥,旅游景点,其他,119.347508,39.723066,attraction
红碗莲,旅游景点,其他,119.348351,39.723971,attraction
水乡街市,旅游景点,其他,119.35003,39.72539,attraction
孙文莲,旅游景点,其他,119.347801,39.72329,attraction
百步问荷,旅游景点,其他,119.349089,39.72828,attraction
八一莲,旅游景点,其他,119.347659,39.723148,attraction
荷香榭,旅游景点,其他,119.347388,39.724624,attraction
广昌莲,旅游景点,其他,119.347925,39.72401300000001,attraction
南戴河国际娱乐中心-清风亭,旅游景点,其他,119.352495,39.727792,attraction
新南戴河国际娱乐中心-飞虹,旅游景点,其他,119.348127,39.723678,attraction
新南戴河国际娱乐中心-欢庆,旅游景点,其他,119.347809,39.723905,attraction
南戴河国际娱乐中心-南海观音,旅游景点,其他,119.350142,39.727695,attraction
煦风,旅游景点,其他,119.346912,39.724564,attraction
往复式过山车,旅游景点,其他,119.353318,39.738292,attraction
星空之门,旅游景点,其他,119.35227,39.739803,attraction
滑行龙,旅游景点,其他,119.352523,39.735039,attraction
美人鱼,旅游景点,其他,119.352162,39.740226,attraction
挑战之旅,旅游景点,其他,119.352242,39.738049,attraction
急速风车,旅游景点,其他,119.352255,39.737702,attraction
空中飞舞,旅游景点,其他,119.354168,39.735692,attraction
南戴河欢乐大世界-凉亭,旅游景点,其他,119.35281,39.737185,attraction
南戴河国际娱乐中心-悦荷广场,旅游景点,广场,119.350534,39.729397,attraction
南戴河国际娱乐中心-飞行塔,旅游景点,其他,119.35326,39.739175,attraction
南戴河国际娱乐中心-白象戏水,旅游景点,其他,119.352263,39.739449,attraction
株洲红莲,旅游景点,其他,119.347554,39.723541,attraction
友谊牡丹,旅游景点,其他,119.348054,39.724295000000005,attraction
泉音山影,旅游景点,其他,119.350527,39.72779,attraction
清莲园,旅游景点,其他,119.352497,39.728498,attraction
桃红宿雨,旅游景点,其他,119.348444,39.724055,attraction
小碧台,旅游景点,其他,119.347868,39.72338,attraction
蓉娇,旅游景点,其他,119.347596,39.723705,attraction
宁娃,旅游景点,其他,119.348014,39.723528,attraction
勇敢者转盘,旅游景点,其他,119.352263,39.738604,attraction
鸟艺表演,旅游景点,其他,119.352622,39.734607,attraction
骥驰立体画体验场,旅游景点,其他,119.354845,39.728341,attraction
金龙山景区-凉亭,旅游景点,其他,119.353961,39.729118,attraction
南戴河大观园,旅游景点,其他,119.34986,39.725237,attraction
中华荷园,旅游景点,其他,119.346323,39.723653,attraction
烈士陵园,旅游景点,其他,119.150107,39.720865,attraction
月季园,旅游景点,其他,119.506057,39.820219,attraction
浪淘沙园,旅游景点,广场,119.52817,39.815445,attraction
碧螺塔酒吧生态公园,旅游景点,公园,119.535341,39.82042,attraction
长城号游船,旅游景点,其他,119.535472,39.826971,attraction
邓小平钓鱼处,旅游景点,其他,119.536907,39.821729,attraction
东山旅游码头游船,旅游景点,其他,119.534474,39.825972,attraction
鸽子窝海鸥海滩,旅游景点,其他,119.531752,39.832131,attraction
亿腾赶海沙滩,旅游景点,其他,119.533647,39.831637,attraction
蠏山,旅游景点,其他,119.52989,39.836454,attraction
亿腾3号楼观景台,旅游景点,其他,119.535055,39.8314,attraction
飘移飞车,旅游景点,其他,119.535939,39.820836,attraction
海上演艺大舞台,旅游景点,其他,119.537082,39.821404,attraction
亿腾2号楼观景台,旅游景点,其他,119.534194,39.831205,attraction
亿腾1号楼观景台,旅游景点,其他,119.534654,39.831052,attraction
北戴河博顺帆船,旅游景点,其他,119.530498,39.832956,attraction
平水桥生态公园,旅游景点,公园,119.479186,39.816217,attraction
联峰山生态公园-桃园洞,旅游景点,其他,119.455802,39.817028,attraction
碣石园,旅游景点,公园,119.479485,39.817055,attraction
联峰山生态公园-龙山,旅游景点,其他,119.456889,39.818918,attraction
联峰山生态公园-福地,旅游景点,其他,119.45599,39.818915,attraction
联峰山生态公园-夹扁石,旅游景点,其他,119.45617,39.818785,attraction
试剑石,旅游景点,其他,119.456061,39.818786,attraction
联峰山生态公园-狮子石,旅游景点,其他,119.456593,39.819664,attraction
联峰山生态公园-卧佛洞,旅游景点,其他,119.460497,39.819357,attraction
北戴河近代建筑群五凤楼,旅游景点,其他,119.478917,39.818998,attraction
蔡各庄村文化艺术广场,旅游景点,广场,119.470944,39.868563,attraction
中国北戴河基督教堂,旅游景点,宗教,119.472012,39.848895,attraction
法云寺庙,旅游景点,宗教,119.499518,39.889457,attraction
印光念佛堂,旅游景点,宗教,119.497838,39.877487,attraction
秦皇岛野生动物园,旅游景点,动物园,119.521406,39.870236,attraction
观海亭,旅游景点,其他,119.523757,39.871884,attraction
百鸟园站-避险处,旅游景点,其他,119.522763,39.867044,attraction
山羊,旅游景点,其他,119.524482,39.871683,attraction
浅水湾帆船基地,旅游景点,其他,119.52612,39.855192,attraction
黑颈天鹅,旅游景点,其他,119.522462,39.859265,attraction
秦皇岛野生动物园-鹤园,旅游景点,其他,119.523833,39.862959,attraction
秦皇岛野生动物园-天鹅湖,旅游景点,其他,119.523309,39.859236,attraction
白虎园,旅游景点,其他,119.517903,39.867863,attraction
黑毛白眉猴,旅游景点,其他,119.520252,39.860632,attraction
秦皇岛野生动物园-狮园,旅游景点,其他,119.517189,39.86471,attraction
亚洲象,旅游景点,其他,119.519803,39.861141,attraction
秦皇岛野生动物园-犀牛,旅游景点,其他,119.519613,39.861287,attraction
秦皇岛野生动物园-鸵鸟园,旅游景点,其他,119.524528,39.865415000000006,attraction
火烈鸟馆站,旅游景点,其他,119.523793,39.871844,attraction
秦皇岛野生动物园-虎园,旅游景点,动物园,119.517236,39.86585,attraction
象园站,旅游景点,其他,119.520496,39.862439,attraction
秦皇岛野生动物园-科普长廊,旅游景点,其他,119.52046,39.862304,attraction
秦皇岛野生动物园-鳄鱼馆,旅游景点,其他,119.520502,39.860562,attraction
孔雀园,旅游景点,其他,119.523016,39.861913,attraction
美洲雁,旅游景点,其他,119.522652,39.857888,attraction
秦皇岛野生动物园-山魈,旅游景点,其他,119.52008,39.86047,attraction
雉鸡园,旅游景点,其他,119.524826,39.866378000000005,attraction
秦皇岛野生动物园-象园,旅游景点,其他,119.520006,39.860981,attraction
秦皇岛野生动物园-有偿讲解运营服务站,旅游景点,其他,119.520254,39.861544,attraction
秦皇岛野生动物园-猩猩馆,旅游景点,其他,119.520113,39.860467,attraction
秦皇岛野生动物园-松鼠猴,旅游景点,动物园,119.520275,39.860198,attraction
秦皇岛野生动物园-孟加拉豹子猫,旅游景点,其他,119.520037,39.861186,attraction
金海湾森林湿地公园,旅游景点,公园,119.53571,39.891417,attraction
西沙滩,旅游景点,其他,119.537568,39.887758000000005,attraction
金屋逸城海上乐园,旅游景点,其他,119.536523,39.885907,attraction
邯郸园,旅游景点,其他,119.468755,39.909102,attraction
解放秦皇岛景川,旅游景点,其他,119.685221,39.978532,attraction
西付店村文化艺术广场,旅游景点,广场,119.65574,39.989761,attraction
神秘岛,旅游景点,其他,119.716869,39.961576,attraction
洋洋植物园,旅游景点,植物园,119.740069,39.952009,attraction
礁石瀑布,旅游景点,其他,119.754023,39.954741,attraction
滴水溶洞,旅游景点,其他,119.753961,39.955255,attraction
乐岛海滩,旅游景点,其他,119.75035,39.954627,attraction
乐岛海洋王国-凉亭,旅游景点,其他,119.754413,39.953844,attraction
组合滑道,旅游景点,其他,119.753612,39.954195,attraction
皮划艇漂流,旅游景点,其他,119.75434,39.955136,attraction
宽滑道,旅游景点,其他,119.753292,39.955046,attraction
海盗城堡,旅游景点,其他,119.754224,39.955279,attraction
家庭乘筏滑道,旅游景点,其他,119.75342,39.954742,attraction
浪摆滑道,旅游景点,其他,119.754373,39.954364,attraction
燕塞湖景区-鹿园,旅游景点,其他,119.708038,40.035851,attraction
燕塞湖景区-鸟语林,旅游景点,其他,119.704853,40.036273,attraction
群英庄寺庙,旅游景点,宗教,119.706332,40.038029,attraction
金蟾戏水,旅游景点,其他,119.707225,40.041275,attraction
燕塞湖景区-清风亭,旅游景点,其他,119.707032,40.039598,attraction
横空石壁,旅游景点,其他,119.7095,40.037141,attraction
燕塞湖景区-广场鸽,旅游景点,其他,119.705673,40.035872,attraction
角山景区-共工亭,旅游景点,其他,119.729021,40.045694,attraction
骆驼峰,旅游景点,其他,119.707107,40.039162,attraction
燕塞湖景区-棕熊拜山,旅游景点,其他,119.706152,40.038426,attraction
燕塞湖景区-大小灵塔,旅游景点,其他,119.706244,40.041471,attraction
燕塞湖景区-松鼠园,旅游景点,其他,119.706803,40.035355,attraction
遗体器官捐献志愿者纪念碑,旅游景点,纪念馆,119.723499,40.031361,attraction
母女峰,旅游景点,其他,119.710248,40.040682,attraction
洞山剑峰,旅游景点,其他,119.710917,40.039139,attraction
千石壁,旅游景点,其他,119.705234,40.040726,attraction
假山,旅游景点,其他,119.707687,40.035895,attraction
燕塞湖景区-凉亭,旅游景点,其他,119.706084,40.036097,attraction
燕塞湖景区-检票处,旅游景点,其他,119.706624,40.034698,attraction
车友来汽车运动生态公园,旅游景点,水族馆,119.757343,39.958426,attraction
极地馆,旅游景点,水族馆,119.759379,39.955541,attraction
迷你穿梭,旅游景点,其他,119.755529,39.954727,attraction
抛圈套瓶,旅游景点,其他,119.75581,39.954795,attraction
炮火连天,旅游景点,其他,119.756066,39.954731,attraction
海上摩托艇,旅游景点,其他,119.760602,39.954813,attraction
儿童戏水池,旅游景点,其他,119.754611,39.954699000000005,attraction
白鲸馆,旅游景点,其他,119.759393,39.955596,attraction
山海关乐岛海洋生态公园-滚球组合,旅游景点,其他,119.755839,39.9549,attraction
山海关景区,旅游景点,其他,119.798723,39.970034,attraction
山海关景区-澄海楼,旅游景点,其他,119.800326,39.968814,attraction
中国长城艺术宫,旅游景点,其他,119.796136,39.971578,attraction
山海关景区-南海口关,旅游景点,其他,119.800354,39.968503000000005,attraction
山海关景区-遗址洞,旅游景点,其他,119.800618,39.968289,attraction
明长城地理信息标石,旅游景点,其他,119.800627,39.967943,attraction
山海关景区-御碑亭,旅游景点,其他,119.800469,39.969188,attraction
戚继光军营阵,旅游景点,其他,119.798864,39.969365,attraction
兵器陈列室,旅游景点,其他,119.798924,39.969223,attraction
入海石城建筑石,旅游景点,其他,119.800536,39.968077,attraction
山海关景区-徐达将台,旅游景点,其他,119.798301,39.96727,attraction
山海关景区-天开海岳,旅游景点,其他,119.800489,39.968311,attraction
山海关景区-八卦阵,旅游景点,其他,119.798926,39.968654,attraction
山海关八国联军军营遗址-英军营盘,旅游景点,其他,119.796349,39.966368,attraction
石河古渡,旅游景点,其他,119.795224,39.968757,attraction
山海关老龙头景区-碑记,旅游景点,其他,119.798905,39.970248,attraction
山海关老龙头景区-巢车,旅游景点,其他,119.79851,39.969187000000005,attraction
山海关老龙头景区-文物展室,旅游景点,其他,119.799617,39.969359,attraction
山海关景区-老龙头景区-海神寺庙,旅游景点,宗教,119.79826,39.965758,attraction
山海关景区-老龙头景区-钟楼,旅游景点,其他,119.798365,39.965856,attraction
山海关景区-老龙头景区-鼓楼,旅游景点,其他,119.798144,39.965834,attraction
山海关老龙头景区-民间艺术展,旅游景点,其他,119.799778,39.969383,attraction
乐到名山,旅游景点,其他,119.79855,39.969276,attraction
山海关景区-老龙头景区-靖卤台,旅游景点,其他,119.800844,39.968085,attraction
乾隆御碑,旅游景点,其他,119.798088,39.966357,attraction
山海关老龙头景区-天开海岳碑刻,旅游景点,其他,119.800513,39.968364,attraction
山海关老龙头景区-凉亭,旅游景点,其他,119.797608,39.967252,attraction
第29届奥林Peak运动会火炬接力秦皇岛站·起点,旅游景点,其他,119.798318,39.970556,attraction
山海关景区-老龙头景区-安澜牌坊,旅游景点,其他,119.798065,39.966238,attraction
粥房,旅游景点,其他,119.798678,39.969675,attraction
山海关老龙头景区-乾隆御制卧碑,旅游景点,其他,119.800426,39.968944,attraction
山海关老龙头景区-名字作诗,旅游景点,其他,119.799293,39.969082,attraction
白石山景区-观景台,旅游景点,其他,119.797533,39.967296000000005,attraction
山海关景区-老龙头景区-天后宫,旅游景点,其他,119.79838,39.965772,attraction
山海关景区-守备署,旅游景点,其他,119.798093,39.969155,attraction
山海关景区-后宅,旅游景点,其他,119.798394,39.96970099999999,attraction
山海关景区-瓮城,旅游景点,其他,119.798315,39.968187,attraction
山海关景区-夯土炮台,旅游景点,其他,119.800443,39.968436,attraction
山海关景区-守备署后宅,旅游景点,其他,119.797878,39.969576,attraction
山海关景区-龙园,旅游景点,其他,119.797927,39.96844,attraction
山海关景区-龙武营,旅游景点,其他,119.798634,39.969505000000005,attraction
山海关景区-粮仓,旅游景点,其他,119.79817,39.969462,attraction
山海关景区-一勺之多,旅游景点,其他,119.800693,39.969028,attraction
山海关景区-议事厅,旅游景点,其他,119.79796,39.969477,attraction
山海关景区-法制铁炮,旅游景点,其他,119.800321,39.968982,attraction
山海关景区-邓小平题词碑,旅游景点,其他,119.800348,39.967975,attraction
山海关景区-云梯,旅游景点,其他,119.798554,39.969209,attraction
山海关景区-碾房,旅游景点,其他,119.798779,39.969552,attraction
山海关景区-牢房,旅游景点,其他,119.798253,39.969348,attraction
山海关景区-关帝寺庙,旅游景点,宗教,119.798469,39.969733,attraction
山海关景区-正堂,旅游景点,其他,119.798164,39.969305,attraction
山海关景区-水井,旅游景点,其他,119.798484,39.969627,attraction
山海关景区-显功祠堂,旅游景点,其他,119.799355,39.969224,attraction
山海关景区-把总署,旅游景点,其他,119.799771,39.969351,attraction
山海关景区-道光御制卧碑,旅游景点,其他,119.800426,39.968837,attraction
孟姜女寺庙,旅游景点,宗教,119.82284,40.037067,attraction
孟姜女庙-秦宫,旅游景点,其他,119.823433,40.037864,attraction
孟姜女庙-水榭,旅游景点,其他,119.823306,40.037473,attraction
姜女出世,旅游景点,其他,119.823587,40.037539,attraction
长亭送别,旅游景点,其他,119.824295,40.038143,attraction
孟姜女庙-姜宅,旅游景点,其他,119.823619,40.037572,attraction
孟姜女牌坊,旅游景点,其他,119.822817,40.037084,attraction
照壁,旅游景点,其他,119.822929,40.037771,attraction
财神殿,旅游景点,宗教,119.82357,40.037359,attraction
孟姜女庙景区-凉亭,旅游景点,其他,119.823189,40.037388,attraction
孟姜女庙-凤凰山,旅游景点,其他,119.824155,40.037316,attraction
孟姜女庙景区-检票处,旅游景点,其他,119.822982,40.036516000000006,attraction
金峰园景区,旅游景点,其他,119.801967,40.035781,attraction
龙华寺庙,旅游景点,宗教,119.75573,40.028571,attraction
城市多肉植物园,旅游景点,其他,119.510775,39.987212,attraction
石山村植物园,旅游景点,植物园,119.623377,39.998282,attraction
普渡禅寺庙,旅游景点,宗教,119.648488,40.068167,attraction
大雄宝殿,旅游景点,宗教,119.64831,40.067901000000006,attraction
初心亭,旅游景点,其他,119.208096,39.867639,attraction
紫金山生态公园,旅游景点,公园,119.2455,39.869962,attraction
创业生态公园,旅游景点,公园,119.231131,39.860546,attraction
禁毒主题生态公园,旅游景点,公园,119.236593,39.870568,attraction
紫金山东园,旅游景点,其他,119.252941,39.866446,attraction
葡萄岛,旅游景点,其他,119.38623,39.746597,attraction
一杯澜浴场,旅游景点,其他,119.385802,39.758875,attraction
Seatopia中央生态公园,旅游景点,公园,119.399234,39.770169,attraction
万物有声湿地,旅游景点,公园,119.401581,39.776941,attraction
脉搏生态公园,旅游景点,公园,119.39983,39.779292,attraction
森屿艺术生态公园,旅游景点,公园,119.395771,39.772664,attraction
北部探索生态公园,旅游景点,公园,119.39671,39.777373,attraction
马甲线生态公园,旅游景点,公园,119.394382,39.77824,attraction
