date,region_code,baseline_visitors,scenario_visitors,baseline_service_gap,baseline_shuttle_vehicles,reoptimized_shuttle_vehicles,baseline_staff_shifts,reoptimized_staff_shifts,reoptimized_temporary_spaces,reoptimized_relative_cost,reoptimized_experience_loss,parking_unserved_spaces,shuttle_shortfall,staff_shortfall,baseline_parking_unserved_spaces,baseline_shuttle_shortfall,baseline_staff_shortfall,recommended_shuttle_vehicles,recommended_total_staff_shifts,average_party_size,transfer_share,visitor_estimate_q50,scenario_status,reoptimized_traveler_time_loss_hours,reoptimized_traveler_time_loss_cny,vot_cost_status,baseline_traveler_time_loss_hours,baseline_traveler_time_loss_cny,scenario_name
2026-01-17,SHG,11010.36537132814,11010.36537132814,0.0,2,2.0,25,25.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,25,2.8,0.06,11010.36537132814,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-18,SHG,7136.896689912528,7136.896689912528,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7136.896689912528,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-19,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-20,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-21,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-22,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-23,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-24,SHG,9644.369046495402,9644.369046495402,0.0,2,2.0,22,22.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,22,2.8,0.06,9644.369046495402,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-25,SHG,8515.830699987386,8515.830699987386,0.0,2,2.0,20,20.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,20,2.8,0.06,8515.830699987386,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-26,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-27,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-28,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-29,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-30,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-01-31,SHG,8751.7261240758,8751.7261240758,0.0,2,2.0,21,21.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,21,2.8,0.06,8751.7261240758,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-01,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-02,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-03,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-04,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-05,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-06,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-07,SHG,9327.232664576812,9327.232664576812,0.0,2,2.0,22,22.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,22,2.8,0.06,9327.232664576812,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-08,SHG,11324.39386914557,11324.39386914557,0.0,2,2.0,25,25.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,25,2.8,0.06,11324.39386914557,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-09,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-10,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-11,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-12,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-13,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-14,SHG,10584.558354898794,10584.558354898794,0.0,2,2.0,24,24.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,24,2.8,0.06,10584.558354898794,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-15,SHG,11987.163328350727,11987.163328350727,0.0,2,2.0,27,27.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,27,2.8,0.06,11987.163328350727,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-16,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-17,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-18,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-19,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-20,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-21,SHG,14985.620014050744,14985.620014050744,0.0,3,3.0,34,34.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,3,34,2.8,0.06,14985.620014050744,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-22,SHG,14362.189441058,14362.189441058,0.0,3,3.0,33,33.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,3,33,2.8,0.06,14362.189441058,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-23,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-24,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-25,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-26,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-27,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-02-28,SHG,19697.73221723991,19697.73221723991,0.0,4,4.0,45,45.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,4,45,2.8,0.06,19697.73221723991,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-01,SHG,12449.17737237667,12449.17737237667,0.0,2,2.0,28,28.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,28,2.8,0.06,12449.17737237667,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-02,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-03,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-04,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-05,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-06,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-07,SHG,14092.309403766598,14092.309403766598,0.0,3,3.0,32,32.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,3,32,2.8,0.06,14092.309403766598,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-08,SHG,9025.95674729769,9025.95674729769,0.0,2,2.0,21,21.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,21,2.8,0.06,9025.95674729769,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-09,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-10,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-11,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-12,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-13,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-14,SHG,14362.134166550752,14362.134166550752,0.0,3,3.0,33,33.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,3,33,2.8,0.06,14362.134166550752,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-15,SHG,13002.622081889263,13002.622081889263,0.0,3,3.0,30,30.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,3,30,2.8,0.06,13002.622081889263,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-16,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-17,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-18,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
2026-03-19,SHG,7123.694167452342,7123.694167452342,0.0,2,2.0,17,17.0,0.0,2.2,0.0,0.0,0.0,0.0,0,0,0,2,17,2.8,0.06,7123.694167452342,counterfactual_planning_simulation,0.0,0.0,traveler_time_loss_scenario_estimate_not_operator_cash_ledger,0.0,0.0,shanhaiguan_five_day_continuous_rain
