date,region_code,baseline_estimate,weather_response_baseline_estimate,rain_shock_estimate,heat_shock_estimate,scenario_label
2026-01-16,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-17,BDH,22890.693469213118,22890.693469213118,9455.059061668519,23365.788204136672,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-17,HGA,24991.59279865069,24991.59279865069,21056.266426810347,25130.7490738778,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-17,SHG,11244.354500070749,11244.354500070749,7286.376281773982,11824.366565788725,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-18,BDH,21457.004906138114,21457.004906138114,8150.27406496867,21927.54150827537,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-18,HGA,24693.630628792638,24693.630628792638,20785.09416609213,24831.839591492833,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-18,SHG,7295.074319311074,7295.074319311074,7286.376281773982,7862.530419990468,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-19,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-19,HGA,18940.01134900066,18940.01134900066,15548.785314681649,19059.92780288511,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-19,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-20,BDH,5928.09562737565,5928.09562737565,5386.078058747183,6349.261095263843,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-20,HGA,19357.007202359087,19357.007202359087,15928.288888303765,19478.24941311981,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-20,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-21,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-21,HGA,19159.853401305678,19159.853401305678,15748.861271817043,19280.46880006019,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-21,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-22,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-22,HGA,18971.943616377514,18971.943616377514,15577.8465379187,19091.9615926697,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-22,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-23,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-23,HGA,18499.75142683186,18499.75142683186,15148.109354860908,18618.26816027673,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-23,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-24,BDH,24216.97822794379,24216.97822794379,10662.096977094056,24696.289626233738,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-24,HGA,24900.453300381545,24900.453300381545,20973.321320731488,25039.319815373496,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-24,SHG,9881.20023028074,9881.20023028074,7286.376281773982,10456.878413222545,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-25,BDH,21314.091474954934,21314.091474954934,8020.210042950692,21784.173711748794,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-25,HGA,24326.38975126542,24326.38975126542,20450.872076641484,24463.431143317808,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-25,SHG,8702.161882876913,8702.161882876913,7286.376281773982,9274.09154365984,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-26,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-26,HGA,19263.22623321942,19263.22623321942,15842.939807156768,19384.170285704226,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-26,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-27,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-27,HGA,19328.975869873604,19328.975869873604,15902.777865194186,19450.128960487233,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-27,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-28,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-28,HGA,18640.279298327725,18640.279298327725,15276.002303907451,18759.24281269486,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-28,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-29,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-29,HGA,18170.633718087138,18170.633718087138,14848.582763397206,18288.10408605388,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-29,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-30,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-30,HGA,17613.369881727227,17613.369881727227,14341.422762534603,17729.068538160132,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-30,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-31,BDH,21829.87786149011,21829.87786149011,8489.621849661113,22301.599940366665,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-31,HGA,24037.22360342083,24037.22360342083,20187.704983746593,24173.345648180428,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-01-31,SHG,8980.6836898771,8980.6836898771,7286.376281773982,9553.498856349963,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-01,BDH,21023.179948019642,21023.179948019642,7755.454498763259,21492.337288428767,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-01,HGA,24118.452394479584,24118.452394479584,20261.630458639283,24254.832690316336,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-01,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-02,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-02,HGA,18623.67324146813,18623.67324146813,15260.889304890243,18742.58396012065,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-02,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-03,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-03,HGA,19239.154563762742,19239.154563762742,15821.032432039527,19360.022085075732,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-03,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-04,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-04,HGA,18916.943701047527,18916.943701047527,15527.791689055002,19036.786815850424,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-04,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-05,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-05,HGA,18237.066546666214,18237.066546666214,14909.042587274436,18354.748124837068,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-05,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-06,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-06,HGA,18440.964399523436,18440.964399523436,15094.607894914752,18559.294231096108,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-06,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-07,BDH,26575.031709267783,26575.031709267783,12808.136837556021,27061.84007807272,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-07,HGA,24275.34463213441,24275.34463213441,20404.41644651911,24412.22373619966,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-07,SHG,9560.29265559774,9560.29265559774,7286.376281773982,10134.950575579229,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-08,BDH,20872.30051596898,20872.30051596898,7618.140702503316,21340.978164690714,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-08,HGA,24250.23456137492,24250.23456137492,20381.5640332148,24387.0338328742,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-08,SHG,11516.8751612928,11516.8751612928,7286.376281773982,12097.75365322972,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-09,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-09,HGA,19869.004915750353,19869.004915750353,16394.25266313135,19991.874923247426,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-09,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-10,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-10,HGA,19294.135956865888,19294.135956865888,15871.070424017911,19415.178280780354,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-10,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-11,BDH,6121.641882306793,6121.641882306793,5386.078058747183,6543.422692712871,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-11,HGA,18967.9036006913,18967.9036006913,15574.169761811556,19087.908732542637,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-11,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-12,BDH,7353.620517331286,7353.620517331286,5386.078058747183,7779.318163201459,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-12,HGA,18337.89584785903,18337.89584785903,15000.80628185392,18455.897993101018,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-12,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-13,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5386.078058747183,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-13,HGA,19561.254903368434,19561.254903368434,16114.172589095693,19683.14647980486,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-13,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-14,BDH,27190.481471978488,27190.481471978488,13368.251242657414,27679.246543106365,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-14,HGA,26450.097741010934,26450.097741010934,22383.636551269305,26593.89104785563,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-14,SHG,10814.071533876318,10814.071533876318,7286.376281773982,11392.715598937732,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-15,BDH,24168.30138407945,24168.30138407945,10617.796689572275,24647.458023850933,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-15,HGA,24531.905451649403,24531.905451649403,20637.909770429153,24669.600240733867,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-15,SHG,12180.143176499094,12180.143176499094,7286.376281773982,12763.13039955384,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-16,BDH,6560.3811420316915,6560.3811420316915,5386.078058747183,6983.556838228096,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-16,HGA,20018.667500103347,20018.667500103347,16530.45901900287,20142.013330558213,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-16,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-17,BDH,6992.742015634205,6992.742015634205,5386.078058747183,7417.292318787963,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-17,HGA,20084.917974980122,20084.917974980122,16590.752884679,20208.47443588111,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-17,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-18,BDH,6039.48885588653,6039.48885588653,5386.078058747183,6461.008476789628,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-18,HGA,19862.592067958416,19862.592067958416,16388.41639729193,19985.44168705837,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-18,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-19,BDH,8583.397185538415,8583.397185538415,5386.078058747183,9013.00466614923,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-19,HGA,19318.41864870694,19318.41864870694,15893.169848404566,19439.538174697693,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-19,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-20,BDH,6628.2211053213705,6628.2211053213705,5386.078058747183,7051.612485431882,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-20,HGA,19544.270355820965,19544.270355820965,16098.715129654056,19666.10793320555,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-20,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-21,BDH,28910.75314585661,28910.75314585661,14933.852537201952,29404.98748480177,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-21,HGA,26873.315298978498,26873.315298978498,22768.802433315297,27018.45414339418,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-21,SHG,15239.381978575057,15239.381978575057,7286.376281773982,15832.095453930326,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-22,BDH,26857.562001690003,26857.562001690003,13065.264707694763,27345.26862038141,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-22,HGA,25659.273654917237,25659.273654917237,21663.9158049792,25800.55269102849,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-22,SHG,14542.659080392534,14542.659080392534,7286.376281773982,15133.157461363322,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-23,BDH,9412.316064490848,9412.316064490848,5386.078058747183,9844.558930789077,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-23,HGA,20432.48350146374,20432.48350146374,16907.06864251223,20557.144979076482,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-23,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-24,BDH,11191.604386700794,11191.604386700794,5386.078058747183,11629.504152723703,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-24,HGA,20759.70351961958,20759.70351961958,17204.868165578708,20885.405329373833,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-24,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-25,BDH,8092.364179648368,8092.364179648368,5386.078058747183,8520.410516715912,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-25,HGA,20745.39154719816,20745.39154719816,17191.842988863482,20871.047854831235,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-25,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-26,BDH,6731.078617681892,6731.078617681892,5386.078058747183,7154.797013164835,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-26,HGA,20474.18509971531,20474.18509971531,16945.020831808044,20598.979159415354,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-26,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-27,BDH,9967.909718025936,9967.909718025936,5386.078058747183,10401.918985837896,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-27,HGA,20184.182137187934,20184.182137187934,16681.092162604844,20308.054189106326,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-27,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-28,BDH,28829.73836828175,28829.73836828175,14860.121833747127,29323.715136563835,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-28,HGA,26340.375922579173,26340.375922579173,22283.77986956897,26483.820390330882,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-02-28,SHG,19938.090166446815,19938.090166446815,7286.376281773982,20545.74226682567,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-01,BDH,25169.64198625912,25169.64198625912,11529.10631982291,25651.98219291298,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-01,HGA,26639.355641110276,26639.355641110276,22555.87819071358,26783.75065648618,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-01,SHG,12616.810776282431,12616.810776282431,7286.376281773982,13201.186298689312,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-02,BDH,7552.83244580338,7552.83244580338,5386.078058747183,7979.163447093947,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-02,HGA,20084.96291580914,20084.96291580914,16590.793784858415,20208.51951959072,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-02,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-03,BDH,8413.135852803276,8413.135852803276,5386.078058747183,8842.202020758778,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-03,HGA,20368.410508708836,20368.410508708836,16848.75648058709,20492.868278754602,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-03,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-04,BDH,5741.01984358469,5741.01984358469,5386.078058747183,6161.590540554303,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-04,HGA,20149.026647890005,20149.026647890005,16649.097518740775,20272.786929796057,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-04,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-05,BDH,5386.078058747183,5386.078058747183,5386.078058747183,5536.17225953751,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-05,HGA,19623.470897147115,19623.470897147115,16170.79471563556,19745.560277184944,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-05,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-06,BDH,5888.150380350682,5888.150380350682,5386.078058747183,6309.188850127283,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-06,HGA,19460.934626876762,19460.934626876762,16022.872152583617,19582.507254586675,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-06,SHG,7286.376281773982,7286.376281773982,7286.376281773982,7286.376281773982,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-07,BDH,24636.706337610678,24636.706337610678,11044.087148663753,25117.35217945222,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-07,HGA,25788.218169394037,25788.218169394037,21781.266861707463,25929.907159406146,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-07,SHG,14315.63327392294,14315.63327392294,7286.376281773982,14905.409870680296,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-08,BDH,24454.831096203718,24454.831096203718,10878.5643898367,24934.898701235525,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-08,HGA,25377.824071598057,25377.824071598057,21407.771476914917,25518.208293726373,additive_20mm_rainfall_and_plus5c_weather_shocks
2026-03-08,SHG,9185.871770807282,9185.871770807282,7286.376281773982,9759.339292710143,additive_20mm_rainfall_and_plus5c_weather_shocks
