name,major_category,minor_category,longitude,latitude,poi_family
秦皇岛燕玻里(公交站),交通设施,公交站,119.57555999,39.95108771,transit
秦皇岛市政集团(公交站),交通设施,公交站,119.57683837,39.95353532,transit
秦皇岛玉峰里(公交站),交通设施,公交站,119.58183378,39.95388911,transit
秦皇岛应急管理局(公交站),交通设施,公交站,119.58452747,39.95391496,transit
秦皇岛燕山大街(公交站),交通设施,公交站,119.58675725,39.95582232,transit
秦皇岛铁新里(公交站),交通设施,公交站,119.58638768,39.95845572,transit
秦皇岛妇幼保健院(公交站),交通设施,公交站,119.58594563,39.96147819,transit
秦皇岛秦皇岛火车站西(公交站),交通设施,公交站,119.59024796,39.96379761,transit
秦皇岛秦皇岛火车站(公交站),交通设施,公交站,119.5941293,39.96382026,transit
秦皇岛市骨科医院(铁新里)(公交站),交通设施,公交站,119.58633096,39.95836582,transit
秦皇岛秦皇小区(公交站),交通设施,公交站,119.60748483,39.92860484,transit
秦皇岛鑫龙大市场(公交站),交通设施,公交站,119.60487675,39.92950015,transit
秦皇岛四道桥汽车站(公交站),交通设施,公交站,119.5964302,39.93083232,transit
秦皇岛雅绅鸿居小区(公交站),交通设施,公交站,119.59091801,39.93035822,transit
秦皇岛旭日家居建材中心广场(公交站),交通设施,公交站,119.58588988,39.92993379,transit
秦皇岛桥东里(公交站),交通设施,公交站,119.57969177,39.9270502,transit
秦皇岛汤河公园(公交站),交通设施,公交站,119.57441226,39.92391935,transit
秦皇岛秦皇岛海关(公交站),交通设施,公交站,119.57012803,39.92217679,transit
秦皇岛娄山路(公交站),交通设施,公交站,119.56732781,39.92247677,transit
秦皇岛井冈山路(公交站),交通设施,公交站,119.56276798,39.92459182,transit
秦皇岛开发区城管大队(公交站),交通设施,公交站,119.56011396,39.92545131,transit
秦皇岛珠江道(公交站),交通设施,公交站,119.55756833,39.92649153,transit
秦皇岛市中医医院(湘江道)(公交站),交通设施,公交站,119.55651367,39.93050528,transit
秦皇岛和平桥(公交站),交通设施,公交站,119.5565146,39.93463835,transit
秦皇岛和平里(公交站),交通设施,公交站,119.55701745,39.9377516,transit
秦皇岛前进小区(公交站),交通设施,公交站,119.55331775,39.93861114,transit
秦皇岛淮河道(公交站),交通设施,公交站,119.55144848,39.93836695,transit
秦皇岛河北海事局(公交站),交通设施,公交站,119.54297347,39.94017212,transit
秦皇岛森林公园(公交站),交通设施,公交站,119.53446244,39.93786251,transit
秦皇岛峨嵋山北路(公交站),交通设施,公交站,119.53056406,39.93858881,transit
秦皇岛同和热电厂(公交站),交通设施,公交站,119.52904683,39.94202026,transit
秦皇岛吴庄(公交站),交通设施,公交站,119.52749045,39.94547288,transit
秦皇岛中秦兴龙工业集团公司(公交站),交通设施,公交站,119.52197505,39.94413521,transit
秦皇岛开发区交通局(公交站),交通设施,公交站,119.51655063,39.94059993,transit
秦皇岛春光公司(公交站),交通设施,公交站,119.51389416,39.93889735,transit
秦皇岛宇田科技(公交站),交通设施,公交站,119.51030319,39.93654273,transit
秦皇岛LG电子(公交站),交通设施,公交站,119.50832443,39.93460015,transit
秦皇岛淮河道站(公交站),交通设施,公交站,119.55104463,39.93831311,transit
秦皇岛聚贤人才市场(珠江道)(公交站),交通设施,公交站,119.55734279,39.92701805,transit
秦皇岛鑫园广场(公交站),交通设施,公交站,119.60207634,39.92984337,transit
秦皇岛区交通局(公交站),交通设施,公交站,119.58120941,39.9617218,transit
秦皇岛土台子(公交站),交通设施,公交站,119.5747809,39.96011752,transit
秦皇岛邹吕庄小学(公交站),交通设施,公交站,119.56602476,39.95758657,transit
秦皇岛海阳路口(公交站),交通设施,公交站,119.56197352,39.95603804,transit
秦皇岛海阳大桥(公交站),交通设施,公交站,119.55799231,39.95534076,transit
秦皇岛海阳果菜批发市场(公交站),交通设施,公交站,119.55190777,39.95400187,transit
秦皇岛秦皇植物园(公交站),交通设施,公交站,119.55151503,39.94958672,transit
秦皇岛市农业农村局(公交站),交通设施,公交站,119.55118311,39.94591925,transit
秦皇岛富康家园(公交站),交通设施,公交站,119.55279897,39.93600047,transit
秦皇岛东北大学(公交站),交通设施,公交站,119.55776676,39.92301069,transit
秦皇岛泰山路(公交站),交通设施,公交站,119.55830941,39.91817105,transit
秦皇岛白塔岭(公交站),交通设施,公交站,119.55498091,39.91230011,transit
秦皇岛河北科技师范学院(公交站),交通设施,公交站,119.54942306,39.90896876,transit
秦皇岛三五四零工厂(公交站),交通设施,公交站,119.54591824,39.9065499,transit
秦皇岛燕山大学(公交站),交通设施,公交站,119.54153423,39.90301026,transit
秦皇岛森林逸城(公交站),交通设施,公交站,119.53236535,39.8982812,transit
秦皇岛东北石油大学(公交站),交通设施,公交站,119.52754407,39.89603545,transit
秦皇岛归提寨(公交站),交通设施,公交站,119.52192991,39.89359261,transit
秦皇岛市民中心(公交站),交通设施,公交站,119.51745176,39.89033253,transit
秦皇岛新世纪高级中学(公交站),交通设施,公交站,119.51378948,39.88703612,transit
秦皇岛山海关汽车站(公交站),交通设施,公交站,119.77215104,40.00885349,transit
秦皇岛粮食局(公交站),交通设施,公交站,119.77564621,40.01076105,transit
秦皇岛山海关药业(公交站),交通设施,公交站,119.77867674,40.01244569,transit
秦皇岛吕家沟(公交站),交通设施,公交站,119.78249106,40.01578616,transit
秦皇岛四零四小区(公交站),交通设施,公交站,119.78655668,40.01803269,transit
秦皇岛南窑河(公交站),交通设施,公交站,119.79087772,40.01877892,transit
秦皇岛沙河东村(公交站),交通设施,公交站,119.79017489,40.0128175,transit
秦皇岛沙河西村(公交站),交通设施,公交站,119.78795477,40.01061486,transit
秦皇岛沙河路市场(公交站),交通设施,公交站,119.78259103,40.00744586,transit
秦皇岛沙河路西(公交站),交通设施,公交站,119.77928528,40.00626128,transit
秦皇岛东水关立交桥(公交站),交通设施,公交站,119.77449425,40.00454742,transit
秦皇岛天下第一关(公交站),交通设施,公交站,119.76668729,40.00572833,transit
秦皇岛山海关南门(公交站),交通设施,公交站,119.76125989,40.0030695,transit
秦皇岛兴华市场(公交站),交通设施,公交站,119.76039035,40.0009885,transit
秦皇岛铁新街(公交站),交通设施,公交站,119.76485476,39.99470379,transit
秦皇岛南海道(公交站),交通设施,公交站,119.76673211,39.99576492,transit
秦皇岛老干部公寓(公交站),交通设施,公交站,119.77186452,39.99847224,transit
秦皇岛长城西街(公交站),交通设施,公交站,119.77429533,39.99967954,transit
秦皇岛南水井(公交站),交通设施,公交站,119.77824758,40.0005705,transit
秦皇岛海天驾校(公交站),交通设施,公交站,119.78946559,39.99596112,transit
秦皇岛首创山海关水务公司(公交站),交通设施,公交站,119.79413605,39.99365646,transit
秦皇岛天威盛景(公交站),交通设施,公交站,119.79863982,39.99102395,transit
秦皇岛城发局东区(公交站),交通设施,公交站,119.80742842,39.98982825,transit
秦皇岛海燕俱乐部(公交站),交通设施,公交站,119.81428395,39.98994698,transit
秦皇岛船厂路小区(公交站),交通设施,公交站,119.81667615,39.98995553,transit
秦皇岛天威保变公司(公交站),交通设施,公交站,119.82140722,39.99010548,transit
秦皇岛金海食品(公交站),交通设施,公交站,119.83049522,39.99178497,transit
秦皇岛鹏泰公司(公交站),交通设施,公交站,119.83988562,39.99387159,transit
秦皇岛三养食品公司(公交站),交通设施,公交站,119.83897786,39.99538718,transit
秦皇岛上海西道站(公交站),交通设施,公交站,119.78947323,39.99603258,transit
秦皇岛兴隆里(公交站),交通设施,公交站,119.58832766,39.93280771,transit
秦皇岛红旗里(公交站),交通设施,公交站,119.58772332,39.93662645,transit
秦皇岛长城村(公交站),交通设施,公交站,119.5885317,39.93997197,transit
秦皇岛巧致美容医院(公交站),交通设施,公交站,119.58802827,39.94454608,transit
秦皇岛新世纪公园(公交站),交通设施,公交站,119.59166694,39.94814482,transit
秦皇岛服务北里(公交站),交通设施,公交站,119.59717371,39.94825835,transit
秦皇岛海港镇政府(公交站),交通设施,公交站,119.59954477,39.94830291,transit
秦皇岛天安人寿(公交站),交通设施,公交站,119.60378385,39.94839253,transit
秦皇岛海军秦皇岛医院(公交站),交通设施,公交站,119.60868146,39.94848349,transit
秦皇岛第八中学(公交站),交通设施,公交站,119.61264814,39.94857449,transit
秦皇岛建安里(公交站),交通设施,公交站,119.61624725,39.94863172,transit
秦皇岛燕海东里(公交站),交通设施,公交站,119.62202316,39.94875913,transit
秦皇岛军安小区(公交站),交通设施,公交站,119.63203622,39.94896214,transit
秦皇岛富丰家园(公交站),交通设施,公交站,119.63594131,39.95123674,transit
秦皇岛秦皇岛冀盛物流(公交站),交通设施,公交站,119.63285989,39.97433814,transit
秦皇岛福凯物流(公交站),交通设施,公交站,119.63065403,39.97856895,transit
秦皇岛小李庄(公交站),交通设施,公交站,119.63041307,39.98257567,transit
秦皇岛小张庄(公交站),交通设施,公交站,119.63047309,39.98528394,transit
秦皇岛小张庄北站(公交站),交通设施,公交站,119.62961194,39.99016374,transit
秦皇岛嘉控电气有限公司(公交站),交通设施,公交站,119.63136499,39.99807339,transit
秦皇岛秀山樱园小区(公交站),交通设施,公交站,119.63504243,39.99927737,transit
秦皇岛邵岭小区(公交站),交通设施,公交站,119.58802845,39.94454555,transit
秦皇岛天安人寿(交建里)(公交站),交通设施,公交站,119.60405154,39.94847451,transit
秦皇岛市委党校(公交站),交通设施,公交站,119.50247079,39.84250412,transit
秦皇岛赤土山新村(公交站),交通设施,公交站,119.50586143,39.84134113,transit
秦皇岛新河路(公交站),交通设施,公交站,119.51648292,39.83873171,transit
秦皇岛临时站(公交站),交通设施,公交站,119.51910991,39.83545799,transit
秦皇岛有色金属疗养院(公交站),交通设施,公交站,119.52889691,39.82742297,transit
秦皇岛国家环保总局(公交站),交通设施,公交站,119.52695187,39.82695687,transit
秦皇岛康乐路(公交站),交通设施,公交站,119.52624238,39.82501633,transit
秦皇岛秦皇岛友谊宾馆(公交站),交通设施,公交站,119.52551438,39.82231988,transit
秦皇岛管道局培训中心(公交站),交通设施,公交站,119.5218136,39.82172879,transit
秦皇岛省康复医院(公交站),交通设施,公交站,119.5172057,39.82126127,transit
秦皇岛黑龙江干部疗养院(公交站),交通设施,公交站,119.5134578,39.82080318,transit
秦皇岛月季园(公交站),交通设施,公交站,119.50582579,39.81936701,transit
秦皇岛七桥南路路口(公交站),交通设施,公交站,119.50363746,39.81905836,transit
秦皇岛交通疗养院(公交站),交通设施,公交站,119.49789147,39.81845064,transit
秦皇岛书画展览馆(公交站),交通设施,公交站,119.49276799,39.81747529,transit
秦皇岛老虎石公园(公交站),交通设施,公交站,119.49008724,39.81920889,transit
秦皇岛北戴河医院(公交站),交通设施,公交站,119.48790267,39.82361497,transit
秦皇岛北四路(公交站),交通设施,公交站,119.48372306,39.82579569,transit
秦皇岛北岭花园(公交站),交通设施,公交站,119.48205734,39.82711116,transit
秦皇岛北戴河二中(公交站),交通设施,公交站,119.48183776,39.83072898,transit
秦皇岛秦皇岛职业技术学院(公交站),交通设施,公交站,119.48226406,39.83322713,transit
秦皇岛北戴河区政府(北五路)(公交站),交通设施,公交站,119.48306194,39.83544946,transit
秦皇岛广缘北戴河店(公交站),交通设施,公交站,119.48384187,39.83743071,transit
秦皇岛北三路(公交站),交通设施,公交站,119.4879631,39.83534522,transit
秦皇岛速8酒店(公交站),交通设施,公交站,119.49021506,39.83420552,transit
秦皇岛避暑园小区(公交站),交通设施,公交站,119.49200312,39.83161685,transit
秦皇岛北戴河交警队(公交站),交通设施,公交站,119.48886296,39.82756972,transit
秦皇岛海滨汽车站(公交站),交通设施,公交站,119.49199716,39.82378354,transit
秦皇岛北戴河第一中学(公交站),交通设施,公交站,119.48671603,39.83851963,transit
秦皇岛鸽子窝公园(公交站),交通设施,公交站,119.51882994,39.83552118,transit
秦皇岛东环路(公交站),交通设施,公交站,119.61564439,39.92878814,transit
秦皇岛文化里(公交站),交通设施,公交站,119.60293171,39.93611841,transit
秦皇岛第一医院(公交站),交通设施,公交站,119.60257953,39.93861259,transit
秦皇岛人民路(公交站),交通设施,公交站,119.59925335,39.94218888,transit
秦皇岛新闻里(公交站),交通设施,公交站,119.5913184,39.94199886,transit
秦皇岛新世纪小区(公交站),交通设施,公交站,119.58514407,39.9413822,transit
秦皇岛友谊路路口(公交站),交通设施,公交站,119.58096824,39.94182359,transit
秦皇岛配电公司(公交站),交通设施,公交站,119.57829655,39.94321637,transit
秦皇岛五粮液大酒店(公交站),交通设施,公交站,119.57498295,39.94493095,transit
秦皇岛市文化广场(公交站),交通设施,公交站,119.5709111,39.9470472,transit
秦皇岛市公安局(公交站),交通设施,公交站,119.56745737,39.94951761,transit
秦皇岛李姓安庄(公交站),交通设施,公交站,119.5652831,39.95297844,transit
秦皇岛邹吕庄(公交站),交通设施,公交站,119.56429069,39.95512594,transit
秦皇岛腰占庄(公交站),交通设施,公交站,119.55946382,39.96258912,transit
秦皇岛五一五(公交站),交通设施,公交站,119.55700174,39.96522329,transit
秦皇岛海阳集贸市场(公交站),交通设施,公交站,119.5543759,39.96809321,transit
秦皇岛新庄(公交站),交通设施,公交站,119.55124244,39.97124613,transit
秦皇岛缪庄(公交站),交通设施,公交站,119.54792875,39.97394534,transit
秦皇岛北张庄(公交站),交通设施,公交站,119.54562879,39.98105036,transit
秦皇岛路通驾校(公交站),交通设施,公交站,119.5437211,39.9859293,transit
秦皇岛徐庄(公交站),交通设施,公交站,119.54289216,39.98798995,transit
秦皇岛徐庄村委会(公交站),交通设施,公交站,119.53813063,39.98905213,transit
秦皇岛郭庄(公交站),交通设施,公交站,119.52869463,39.98710813,transit
秦皇岛栗园(公交站),交通设施,公交站,119.52030171,39.9867202,transit
秦皇岛第七中学(公交站),交通设施,公交站,119.60219113,39.94056212,transit
秦皇岛清真寺(公交站),交通设施,公交站,119.60831516,39.9334049,transit
秦皇岛秦皇小区(广缘太阳城店)(公交站),交通设施,公交站,119.60866638,39.92939952,transit
秦皇岛海港医院(公交站),交通设施,公交站,119.60350878,39.93169356,transit
秦皇岛张庄(公交站),交通设施,公交站,119.56791939,39.93374806,transit
秦皇岛装饰材料城(公交站),交通设施,公交站,119.56178866,39.93328232,transit
秦皇岛经棉里(公交站),交通设施,公交站,119.5527835,39.93238966,transit
秦皇岛长江中道(公交站),交通设施,公交站,119.54815466,39.93184352,transit
秦皇岛孟营苗圃(公交站),交通设施,公交站,119.54477521,39.92761764,transit
秦皇岛宝佳花园(公交站),交通设施,公交站,119.54278467,39.9251924,transit
秦皇岛开发区中学(公交站),交通设施,公交站,119.53984633,39.92540968,transit
秦皇岛孟营小区(公交站),交通设施,公交站,119.53737561,39.92559726,transit
秦皇岛乐园小区(公交站),交通设施,公交站,119.53432482,39.9234653,transit
秦皇岛天成锦江苑(公交站),交通设施,公交站,119.53466082,39.92098212,transit
秦皇岛升达弘Z小区(公交站),交通设施,公交站,119.53190589,39.92191278,transit
秦皇岛青馨家园四区(公交站),交通设施,公交站,119.52841264,39.92514205,transit
秦皇岛邢庄家园(公交站),交通设施,公交站,119.52566591,39.92508841,transit
秦皇岛曦城花语(公交站),交通设施,公交站,119.5227073,39.92204113,transit
秦皇岛明日星城(公交站),交通设施,公交站,119.52002139,39.91965357,transit
秦皇岛状元府(公交站),交通设施,公交站,119.51683503,39.91716839,transit
秦皇岛第一中学(公交站),交通设施,公交站,119.51277465,39.91405824,transit
秦皇岛公富庄(公交站),交通设施,公交站,119.50833916,39.91076514,transit
秦皇岛南岭国际(公交站),交通设施,公交站,119.50627788,39.90867424,transit
秦皇岛王岭(公交站),交通设施,公交站,119.60608352,39.96299096,transit
秦皇岛检察院(公交站),交通设施,公交站,119.60618717,39.960991,transit
秦皇岛燕安小区(公交站),交通设施,公交站,119.60633986,39.95706408,transit
秦皇岛秦皇岛市自来水有限公司(公交站),交通设施,公交站,119.60828596,39.95412594,transit
秦皇岛燕山小区(公交站),交通设施,公交站,119.61283784,39.95416589,transit
秦皇岛园丁小区(公交站),交通设施,公交站,119.62305264,39.95174261,transit
秦皇岛国贸饭店(公交站),交通设施,公交站,119.60672985,39.94722594,transit
秦皇岛亚泰(公交站),交通设施,公交站,119.60680328,39.94517536,transit
秦皇岛中国移动通信(公交站),交通设施,公交站,119.60687743,39.94339544,transit
秦皇岛弘扬家居城(公交站),交通设施,公交站,119.60749189,39.94058497,transit
秦皇岛现代购物广场(公交站),交通设施,公交站,119.60807879,39.93705105,transit
秦皇岛龙城华府(公交站),交通设施,公交站,119.58278043,39.93074068,transit
秦皇岛河涧里北区(公交站),交通设施,公交站,119.58254511,39.93289742,transit
秦皇岛水果批发市场(公交站),交通设施,公交站,119.58172435,39.93944961,transit
秦皇岛育红里(公交站),交通设施,公交站,119.57206229,39.94516316,transit
秦皇岛盛安福地(公交站),交通设施,公交站,119.56810166,39.94269919,transit
秦皇岛张庄小区(公交站),交通设施,公交站,119.56528677,39.94143,transit
秦皇岛市骨科医院(公交站),交通设施,公交站,119.58633203,39.95836644,transit
秦皇岛市红十字会(公交站),交通设施,公交站,119.58743257,39.95060347,transit
秦皇岛红旗路路口(公交站),交通设施,公交站,119.58873646,39.93773904,transit
秦皇岛工人文化宫(公交站),交通设施,公交站,119.59177282,39.93618745,transit
秦皇岛地道南口(公交站),交通设施,公交站,119.60469159,39.92547389,transit
秦皇岛光明路路口(公交站),交通设施,公交站,119.60475212,39.92300619,transit
秦皇岛海港里(公交站),交通设施,公交站,119.60275327,39.92173578,transit
秦皇岛第四医院南区(公交站),交通设施,公交站,119.59814622,39.92165836,transit
秦皇岛第十中学(公交站),交通设施,公交站,119.59541493,39.92160693,transit
秦皇岛秦港教育培训中心(公交站),交通设施,公交站,119.58840927,39.92149267,transit
秦皇岛耀振里(公交站),交通设施,公交站,119.58556115,39.92300794,transit
秦皇岛桥西(公交站),交通设施,公交站,119.56605118,39.91893506,transit
秦皇岛文体路(公交站),交通设施,公交站,119.56950388,39.91501717,transit
秦皇岛体育基地(公交站),交通设施,公交站,119.57133988,39.91435241,transit
秦皇岛河滨路(公交站),交通设施,公交站,119.57037941,39.90960046,transit
秦皇岛秦皇国际大酒店(公交站),交通设施,公交站,119.56574203,39.90770953,transit
秦皇岛旭海・金梦海湾8号(公交站),交通设施,公交站,119.5582122,39.90529453,transit
秦皇岛香格里拉大酒店(公交站),交通设施,公交站,119.55457841,39.90205678,transit
秦皇岛金梦海湾一号(公交站),交通设施,公交站,119.54739629,39.89764355,transit
秦皇岛耀华新居(公交站),交通设施,公交站,119.58957014,39.92334537,transit
秦皇岛人民公园(海阳路)(公交站),交通设施,公交站,119.59448701,39.93487538,transit
秦皇岛中西医骨科医院(公交站),交通设施,公交站,119.58745554,39.9509197,transit
秦皇岛公用事业局(公交站),交通设施,公交站,119.59709657,39.93341503,transit
秦皇岛秦港培训中心(公交站),交通设施,公交站,119.58904876,39.92150146,transit
秦皇岛煤港里(公交站),交通设施,公交站,119.63626275,39.9350939,transit
秦皇岛秦港二公司(公交站),交通设施,公交站,119.63702009,39.93211235,transit
秦皇岛海洋学院(公交站),交通设施,公交站,119.63574078,39.92927209,transit
秦皇岛工人南里(公交站),交通设施,公交站,119.63179886,39.92958295,transit
秦皇岛河东(公交站),交通设施,公交站,119.62897169,39.92991928,transit
秦皇岛海港区市政(公交站),交通设施,公交站,119.62218141,39.93150125,transit
秦皇岛交运里(公交站),交通设施,公交站,119.61531768,39.93356031,transit
秦皇岛热力总公司(公交站),交通设施,公交站,119.58623592,39.93910078,transit
秦皇岛海阳镇政府(公交站),交通设施,公交站,119.54918428,39.95497725,transit
秦皇岛海洋香都(公交站),交通设施,公交站,119.54564541,39.95697204,transit
秦皇岛法检大楼(公交站),交通设施,公交站,119.23254247,39.87652255,transit
秦皇岛抚宁区政府(公交站),交通设施,公交站,119.24602731,39.87496681,transit
秦皇岛迎宾小区(公交站),交通设施,公交站,119.24734726,39.877042,transit
秦皇岛抚宁区交通运输局(公交站),交通设施,公交站,119.24764504,39.88131744,transit
秦皇岛爱玛电动车(公交站),交通设施,公交站,119.24487584,39.88525582,transit
秦皇岛抚宁电力局(公交站),交通设施,公交站,119.23857476,39.88633294,transit
秦皇岛抚宁老干部局(公交站),交通设施,公交站,119.23840652,39.89010582,transit
秦皇岛移动公司(公交站),交通设施,公交站,119.23809585,39.89354647,transit
秦皇岛抚宁公交汽车站(公交站),交通设施,公交站,119.24062601,39.89495003,transit
秦皇岛抚宁交通运输局(公交站),交通设施,公交站,119.24754392,39.88115766,transit
秦皇岛兴龙广缘金山店(公交站),交通设施,公交站,119.26673485,39.87368809,transit
秦皇岛新一中(公交站),交通设施,公交站,119.25958868,39.8739324,transit
秦皇岛抚宁卫生局(公交站),交通设施,公交站,119.25324181,39.87411008,transit
秦皇岛骊骅山庄(公交站),交通设施,公交站,119.24958121,39.87454292,transit
秦皇岛党校(公交站),交通设施,公交站,119.23743933,39.87739593,transit
秦皇岛抚宁建设局(公交站),交通设施,公交站,119.23804126,39.88034482,transit
秦皇岛童星幼儿教育(公交站),交通设施,公交站,119.2479726,39.8856813,transit
秦皇岛抚宁粮食局(公交站),交通设施,公交站,119.24817144,39.888409,transit
秦皇岛抚宁妇幼医院(公交站),交通设施,公交站,119.24563835,39.89370209,transit
秦皇岛南戴河(公交站),交通设施,公交站,119.42284383,39.79543508,transit
秦皇岛南戴河医院(公交站),交通设施,公交站,119.41879096,39.79584391,transit
秦皇岛富园里小区(公交站),交通设施,公交站,119.41670774,39.79769054,transit
秦皇岛富强里小区(公交站),交通设施,公交站,119.4156392,39.79990655,transit
秦皇岛南戴河海滨市场(公交站),交通设施,公交站,119.41293023,39.8051839,transit
秦皇岛戴河水岸星城(公交站),交通设施,公交站,119.41144502,39.8080227,transit
秦皇岛戴河苑小区(公交站),交通设施,公交站,119.40997421,39.81081635,transit
秦皇岛避暑家园小区(公交站),交通设施,公交站,119.40821711,39.81436644,transit
秦皇岛碧海华亭(公交站),交通设施,公交站,119.40673941,39.82348995,transit
秦皇岛戴河新城(公交站),交通设施,公交站,119.40516029,39.83074956,transit
秦皇岛牛头崖政府(公交站),交通设施,公交站,119.40478547,39.83429325,transit
秦皇岛狮子河(公交站),交通设施,公交站,119.39060741,39.82885082,transit
秦皇岛蒲兰村路口(公交站),交通设施,公交站,119.3804313,39.82410828,transit
秦皇岛都寨(公交站),交通设施,公交站,119.36075194,39.81458407,transit
秦皇岛洋河套路口(公交站),交通设施,公交站,119.35490463,39.81182544,transit
秦皇岛牛店子(公交站),交通设施,公交站,119.34179267,39.80350525,transit
秦皇岛刘义庄(公交站),交通设施,公交站,119.33375675,39.79926668,transit
秦皇岛毛家营(公交站),交通设施,公交站,119.32529994,39.79722575,transit
秦皇岛好马营路口(公交站),交通设施,公交站,119.31403662,39.78591621,transit
秦皇岛留守营(公交站),交通设施,公交站,119.29724425,39.78211547,transit
秦皇岛农行路口(公交站),交通设施,公交站,119.29962721,39.78378032,transit
秦皇岛吉祥家园(公交站),交通设施,公交站,119.30604231,39.78687439,transit
秦皇岛东街菜市场(公交站),交通设施,公交站,119.30725286,39.79010186,transit
秦皇岛豪峰小区(公交站),交通设施,公交站,119.30143722,39.79278465,transit
秦皇岛张各前路口(公交站),交通设施,公交站,119.29530895,39.79638818,transit
秦皇岛黄义庄(公交站),交通设施,公交站,119.28986985,39.80055568,transit
秦皇岛小营村(公交站),交通设施,公交站,119.287863,39.80707071,transit
秦皇岛潘官营(公交站),交通设施,公交站,119.28493432,39.82521221,transit
秦皇岛马义庄(公交站),交通设施,公交站,119.2805868,39.83304978,transit
秦皇岛小沿村(公交站),交通设施,公交站,119.27108323,39.84089842,transit
秦皇岛沿沟屯(公交站),交通设施,公交站,119.27098273,39.84731699,transit
秦皇岛碧海路(公交站),交通设施,公交站,119.26925765,39.85227904,transit
秦皇岛紫荆路(公交站),交通设施,公交站,119.24978514,39.8561507,transit
秦皇岛紫金湾(公交站),交通设施,公交站,119.25140469,39.86236642,transit
秦皇岛抚宁第一中学(公交站),交通设施,公交站,119.25673681,39.87220385,transit
秦皇岛联通公司(公交站),交通设施,公交站,119.25244149,39.87878056,transit
秦皇岛骊景华庭(公交站),交通设施,公交站,119.2530353,39.88449089,transit
秦皇岛北方家具城(公交站),交通设施,公交站,119.25316666,39.89092991,transit
秦皇岛抚宁中医院(公交站),交通设施,公交站,119.24965911,39.89207245,transit
秦皇岛抚宁交通局(公交站),交通设施,公交站,119.24754458,39.88114258,transit
秦皇岛老站(公交站),交通设施,公交站,119.23373182,39.89646207,transit
秦皇岛三里杨村(公交站),交通设施,公交站,119.24972623,39.90212005,transit
秦皇岛渤海寨村(公交站),交通设施,公交站,119.25274701,39.90773376,transit
秦皇岛河潮营村(公交站),交通设施,公交站,119.26418001,39.92397499,transit
秦皇岛富金村(公交站),交通设施,公交站,119.2725388,39.9378081,transit
秦皇岛博士营村(公交站),交通设施,公交站,119.28000769,39.94577653,transit
秦皇岛兴龙寨村(公交站),交通设施,公交站,119.29055614,39.9502217,transit
秦皇岛东新寨村(公交站),交通设施,公交站,119.29670319,39.94924721,transit
秦皇岛修理庄村(公交站),交通设施,公交站,119.31070103,39.93724054,transit
秦皇岛安庄村(公交站),交通设施,公交站,119.32271639,39.93284249,transit
秦皇岛温庄村(公交站),交通设施,公交站,119.3271951,39.92518235,transit
