attraction_name,region_code,district,road_congestion_index,congestion_vs_normal,visitor_index,visitor_vs_normal,date,daily_rank,tags,longitude,latitude,congestion_anomaly,data_type,source_label
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.685,0.3139,2.96,1.4202,2023-06-24,21.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.791,0.2914,3.23,0.4945,2023-07-02,45.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,2.04,0.4709,4.25,0.9665,2023-07-08,59.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.987,0.4327,4.01,0.8554,2023-07-09,52.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.694,0.2214,3.86,0.786,2023-07-10,88.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.747,0.2596,4.27,0.9757,2023-07-16,95.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.674,0.207,4.58,1.1191,2023-07-18,93.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.717,0.238,4.94,1.2857,2023-07-26,64.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.747,0.1064,4.77,0.2097,2023-08-03,97.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.862,0.1793,4.91,0.2452,2023-08-15,68.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.755,0.1115,4.23,0.0727,2023-08-16,93.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.776,0.1248,4.97,0.2604,2023-08-17,75.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.984,0.5796,4.49,2.5213,2024-06-09,58.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.418,0.129,2.14,0.6783,2024-06-16,93.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.634,0.301,3.9,2.0586,2024-06-29,71.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.496,0.1911,2.78,1.1802,2024-06-30,99.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.84,0.3624,4.04,1.1462,2024-07-20,90.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.744,0.2913,3.45,0.8328,2024-07-21,86.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.633,0.2091,3.72,0.9762,2024-07-23,100.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.755,0.2065,4.22,0.4439,2024-08-05,92.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.921,0.3206,4.93,0.6869,2024-08-06,71.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河碧螺塔海上酒吧公园,BDH,北戴河区,1.771,0.2175,5.05,0.7279,2024-08-07,83.0,旅游景点;其他,119.541399,39.82669,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.863,0.6994,1.82,3.4432,2023-06-23,77.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.452,0.3245,1.22,1.9784,2023-06-24,93.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.677,0.4302,1.06,0.7114,2023-07-02,57.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,2.064,0.7421,1.93,0.7824,2023-08-13,83.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.977,0.6519,1.35,0.6461,2024-08-03,100.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.73,0.4455,1.09,0.3291,2024-08-05,100.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
北戴河集发农业专业合作社,BDH,北戴河区,1.91,0.5959,1.54,0.8778,2024-08-11,81.0,旅游景点;其他,119.42471,39.826509,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.447,0.1775,0.34,1.5862,2022-07-14,99.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.517,0.2344,0.4,2.0426,2022-07-16,83.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.5,0.2206,0.45,2.4229,2022-07-17,90.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.461,0.1889,0.45,2.4229,2022-07-18,100.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.465,0.1921,0.43,2.2708,2022-07-19,88.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.482,0.2059,0.48,2.6511,2022-07-20,88.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.466,0.1929,0.48,2.6511,2022-07-26,81.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.469,0.1954,0.48,2.6511,2022-07-27,98.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.548,0.0853,0.55,0.5112,2022-08-01,59.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.561,0.0944,0.57,0.5662,2022-08-02,56.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.536,0.0769,0.62,0.7035,2022-08-03,71.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.902,0.5581,2.74,16.1419,2023-04-29,81.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.214,1.6328,3.48,20.7715,2023-04-30,42.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.115,1.457,3.0,8.8939,2023-05-01,58.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.067,0.6304,1.58,4.2108,2023-05-02,63.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.539,0.1745,0.64,0.6946,2023-06-03,54.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.413,0.0783,0.6,0.5887,2023-06-04,72.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.734,0.3233,0.68,0.8005,2023-06-10,40.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.587,0.2111,0.63,0.6681,2023-06-11,29.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.87,0.4271,0.82,1.1712,2023-06-17,21.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.632,0.2454,0.83,1.1976,2023-06-18,35.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.616,0.9964,0.97,1.5683,2023-06-22,16.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.071,1.3436,1.27,2.3626,2023-06-23,6.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.84,0.4042,0.89,1.3565,2023-06-24,11.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.484,0.1325,0.6,0.5887,2023-06-25,91.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.87,0.2796,0.86,0.493,2023-07-01,53.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.81,0.2386,0.84,0.4583,2023-07-02,40.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.618,0.1072,0.85,0.4756,2023-07-03,99.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.063,0.4117,0.96,0.6666,2023-07-08,52.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.951,0.335,0.98,0.7013,2023-07-09,57.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.69,0.1564,0.93,0.6145,2023-07-10,93.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.732,0.1852,0.99,0.7187,2023-07-11,73.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.806,0.2358,1.07,0.8575,2023-07-16,78.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.682,0.151,1.19,1.0659,2023-07-25,88.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.785,0.1496,1.25,0.2454,2023-08-08,91.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.975,0.272,1.19,0.1856,2023-08-13,95.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.733,0.1161,1.18,0.1757,2023-08-15,95.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.293,0.4768,1.3,0.2952,2023-08-19,54.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.787,0.1509,1.28,0.2753,2023-08-20,99.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.565,0.7329,0.99,-0.0547,2023-09-03,2.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.512,0.0215,0.62,-0.408,2023-09-04,54.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.165,0.4627,0.73,-0.303,2023-09-09,2.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.853,0.2519,0.74,-0.2934,2023-09-10,7.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.693,0.1438,0.67,-0.3603,2023-09-16,45.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.525,0.0303,0.6,-0.4271,2023-09-17,49.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.873,0.941,0.96,-0.0833,2023-09-30,9.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.747,2.028,1.31,1.3747,2023-10-01,9.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.702,1.9916,1.41,1.556,2023-10-02,9.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.665,1.9617,1.33,1.411,2023-10-03,4.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.999,1.4235,1.03,0.8672,2023-10-04,6.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.702,0.3754,0.74,0.3414,2023-10-05,41.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,3.731,2.2072,3.09,9.7319,2024-05-02,28.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.685,1.308,2.55,7.8564,2024-05-03,55.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.819,0.5413,0.82,1.1323,2024-06-08,55.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.052,0.5803,0.97,0.3608,2024-08-03,82.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,2.136,0.645,0.88,0.2346,2024-08-04,66.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.875,0.444,0.99,0.3889,2024-08-05,68.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.882,0.4494,1.06,0.4871,2024-08-06,78.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.929,0.4856,0.98,0.3749,2024-08-07,53.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
奥林匹克公园,BDH,北戴河区,1.714,0.32,0.83,0.1644,2024-08-12,82.0,旅游景点;其他,119.521085,39.83423,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.596,,0.1,,2021-12-22,7.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.396,,0.11,,2021-12-26,59.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.79,,0.1,,2021-12-29,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.483,,0.1,,2021-12-30,31.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.6,0.146,0.11,0.1092,2022-01-14,15.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.82,0.3035,0.11,0.1092,2022-01-15,3.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.183,0.5635,0.11,0.1092,2022-01-22,6.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.489,0.3382,0.1,-0.0898,2022-02-10,17.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.013,0.8091,0.1,-0.0898,2022-02-11,4.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.015,0.8109,0.09,-0.1808,2022-02-13,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.917,0.7228,0.1,-0.0898,2022-02-14,5.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.374,0.2348,0.09,-0.1808,2022-02-22,100.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.487,0.1812,0.09,-0.0611,2022-03-01,17.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.852,0.4711,0.1,0.0432,2022-03-13,8.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.369,0.1797,0.11,0.245,2022-04-23,42.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.799,0.6224,0.12,0.1998,2022-05-09,3.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.286,1.0616,0.12,0.1998,2022-05-11,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.454,0.3113,0.11,0.0998,2022-05-12,44.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.594,0.4375,0.12,0.1998,2022-05-23,9.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.606,0.4484,0.14,0.3998,2022-05-30,20.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.862,0.3323,0.13,-0.0172,2022-06-14,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.698,0.215,0.13,-0.0172,2022-06-15,8.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.372,0.6973,0.13,-0.0172,2022-06-17,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.533,0.0969,0.15,0.134,2022-06-19,26.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.894,0.3669,0.16,0.198,2022-07-08,3.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.36,0.7033,0.2,0.4975,2022-07-18,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.103,0.5178,0.22,0.6472,2022-07-22,2.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.631,0.1771,0.23,0.7221,2022-07-24,57.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.74,0.2558,0.26,0.9467,2022-07-29,15.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.679,0.2118,0.29,1.1713,2022-07-30,56.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.806,1.0616,0.23,0.2103,2022-08-01,1.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.861,0.3673,0.23,0.2103,2022-08-02,6.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.805,0.3261,0.24,0.2629,2022-08-03,12.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.16,0.587,0.16,-0.158,2022-08-15,5.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,2.47,0.8147,0.17,-0.1054,2022-08-16,3.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.482,0.0888,0.14,-0.2633,2022-08-22,70.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.499,0.1013,0.15,-0.2107,2022-08-23,78.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.738,0.2769,0.15,-0.2107,2022-08-24,8.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.455,0.069,0.13,-0.3159,2022-08-25,78.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,1.648,0.0892,0.1,-0.3922,2022-09-07,32.0,旅游景点;其他,119.829358,40.042534,0,relative_index_not_absolute_visitors,friend_archive_baidu_map
孟姜女庙景区,SHG,山海关区,5.319,2.5155,0.15,-0.0883,2022-09-10,2.0,旅游景点;其他,119.829358,40.042534,1,relative_index_not_absolute_visitors,friend_archive_baidu_map
