name,major_category,minor_category,longitude,latitude,poi_family
北戴河戴河首岭海景豪华酒店,酒店住宿,其他,119.30402,39.634143,hotel
秦皇岛牛家美墅别墅,酒店住宿,其他,119.285249,39.60325,hotel
昌黎驾羽公寓,酒店住宿,其他,119.303771,39.633821000000005,hotel
秦皇岛阿尔卡迪亚悦澜公寓,酒店住宿,其他,119.303031,39.6342,hotel
餐厅住宿,酒店住宿,舒适型酒店,119.266435,39.630262,hotel
北戴河阿尔卡迪亚澳罗拉公寓,酒店住宿,其他,119.303831,39.634166,hotel
昌黎烟雨潇湘公寓,酒店住宿,其他,119.303894,39.634202,hotel
昌黎张逸公寓,酒店住宿,其他,119.303768,39.633798,hotel
金鑫酒店,酒店住宿,其他,119.266414,39.630228,hotel
菲奢尔度假豪华酒店B座,酒店住宿,其他,119.290963,39.594959,hotel
菲奢尔度假豪华酒店C座,酒店住宿,其他,119.291415,39.595449,hotel
菲奢尔度假豪华酒店A座,酒店住宿,其他,119.29062,39.595372,hotel
昌黎吴倩男公寓,酒店住宿,其他,119.303329,39.633919,hotel
昌黎树下看蝶公寓,酒店住宿,其他,119.303932,39.631529,hotel
昌黎AAA阿卡小镇公寓,酒店住宿,其他,119.303872,39.633468,hotel
秦皇岛粉色乌鸦公寓,酒店住宿,其他,119.303643,39.633856,hotel
园景集装箱,酒店住宿,其他,119.29314,39.594608,hotel
海景集装箱,酒店住宿,其他,119.295965,39.59369,hotel
北戴河阿尔卡迪亚首领湘湾公寓,酒店住宿,舒适型酒店,119.303756,39.633907,hotel
昌黎那片海公寓,酒店住宿,其他,119.303417,39.633971,hotel
秦皇岛海边之家888公寓,酒店住宿,其他,119.30194,39.635087,hotel
秦皇岛菲奢尔海景温泉度假豪华酒店,酒店住宿,其他,119.290908,39.595282,hotel
北戴河阿尔卡迪亚花栖阿卡公寓,酒店住宿,其他,119.303868,39.634221,hotel
秦皇岛阿尔卡迪亚特色小镇公寓,酒店住宿,其他,119.294312,39.61066,hotel
北戴河翼图酒店公寓,酒店住宿,其他,119.303688,39.633883,hotel
秦皇岛哎呦喂妈妈咪公寓,酒店住宿,其他,119.303698,39.633988,hotel
昌黎若水三千只取一瓢饮公寓,酒店住宿,其他,119.302709,39.634707,hotel
秦皇岛阿尔卡迪亚格调公寓,酒店住宿,其他,119.30435,39.626334,hotel
秦皇岛北戴河阿尔卡迪亚勿忘我公寓,酒店住宿,其他,119.303908,39.633931,hotel
秦皇岛阿尔卡迪亚五星公寓,酒店住宿,其他,119.303596,39.634164,hotel
秦皇岛南北戴河海边别墅,酒店住宿,其他,119.297475,39.604958,hotel
广缘我爱我家公寓,酒店住宿,其他,119.303638,39.633853,hotel
广州从化欧式温泉别墅,酒店住宿,其他,119.303891,39.634134,hotel
秦皇岛园景一居度假公寓,酒店住宿,其他,119.303588,39.634027,hotel
秦皇岛阿尔卡迪亚戴河首岭假日公寓,酒店住宿,其他,119.303715,39.633933000000006,hotel
秦皇岛北戴河新区黄金海岸海滨小镇四人度假公寓,酒店住宿,其他,119.301971,39.635084,hotel
渔岛森泽园,酒店住宿,其他,119.295846,39.596945,hotel
金潮豪华酒店,酒店住宿,其他,119.301894,39.699888,hotel
昆谕酒店,酒店住宿,其他,119.298408,39.700054,hotel
福兴酒店,酒店住宿,其他,119.295077,39.698728,hotel
缘聚快捷酒店,酒店住宿,其他,119.301479,39.699935,hotel
祥泰农家大院,酒店住宿,其他,119.291728,39.704747,hotel
昌黎正亮农家院,酒店住宿,其他,119.297336,39.699989,hotel
泽希酒店,酒店住宿,其他,119.297487,39.700041,hotel
聚宝快捷酒店,酒店住宿,其他,119.297473,39.699559,hotel
秀亚酒店,酒店住宿,其他,119.297892,39.698374,hotel
和韵酒店,酒店住宿,其他,119.29718,39.699953,hotel
昌黎秉锴酒店,酒店住宿,其他,119.295457,39.706177,hotel
东存酒店,酒店住宿,其他,119.297084,39.699522,hotel
昌黎及时雨农家院,酒店住宿,其他,119.298719,39.705804,hotel
昌黎黄金海岸如意农家院,酒店住宿,其他,119.295479,39.706178,hotel
淇乐驿居,酒店住宿,舒适型酒店,119.302714,39.699917000000006,hotel
黄金海岸农家院,酒店住宿,其他,119.302803,39.699859,hotel
浩民酒店,酒店住宿,其他,119.297784,39.700034,hotel
昌黎小旭海鲜酒店,酒店住宿,其他,119.30411,39.700381,hotel
鑫丰农场饭店,酒店住宿,其他,119.298153,39.699701,hotel
超级市场住宿,酒店住宿,舒适型酒店,119.303028,39.699983,hotel
秦皇岛张雅楠公寓,酒店住宿,其他,119.263952,39.730218,hotel
昌黎顺府酒家,酒店住宿,其他,119.296627,39.702689,hotel
秦皇岛北戴河贺海民宿酒店,酒店住宿,其他,119.302637,39.700111,hotel
慧轩酒店,酒店住宿,其他,119.304287,39.700426,hotel
咏春餐馆,酒店住宿,其他,119.300647,39.700258,hotel
骏怡连锁豪华酒店,酒店住宿,其他,119.149308,39.61397,hotel
双清浴池酒店,酒店住宿,其他,119.148259,39.60836,hotel
海泉阳光洗浴酒店,酒店住宿,舒适型酒店,119.14735,39.621642,hotel
昌黎胜开豪华酒店,酒店住宿,其他,119.149031,39.608268,hotel
昌黎楠楠广缘日租公寓,酒店住宿,其他,119.186438,39.679293,hotel
福之乐洗浴酒店,酒店住宿,其他,119.249617,39.686253,hotel
盛世鸿发商务豪华酒店,酒店住宿,其他,119.249148,39.687021,hotel
秦皇岛临海山居特色民宿酒店,酒店住宿,其他,119.251507,39.685888,hotel
昌黎小田儿公寓,酒店住宿,其他,119.248355,39.685709,hotel
真水居客栈民宿酒店,酒店住宿,舒适型酒店,119.252596,39.685779,hotel
望海观田小院酒店连锁,酒店住宿,其他,119.234609,39.690238,hotel
腼腆地狮子客栈,酒店住宿,其他,119.251881,39.685711000000005,hotel
秦皇岛北戴河新区家庭自助式旅店,酒店住宿,舒适型酒店,119.250135,39.686275,hotel
云城商务豪华酒店,酒店住宿,其他,119.220672,39.693263,hotel
昌黎润庭豪华酒店,酒店住宿,其他,119.206859,39.729825,hotel
聚贤酒店,酒店住宿,其他,119.208211,39.730272,hotel
凝香家庭农庄,酒店住宿,其他,119.058854,39.677572,hotel
新世纪宾馆,酒店住宿,其他,119.150515,39.677557,hotel
陌野日租公寓,酒店住宿,其他,119.151774,39.686857,hotel
双双酒店,酒店住宿,其他,119.150663,39.673079,hotel
浴池酒店,酒店住宿,舒适型酒店,119.150617,39.67282,hotel
秦皇岛望峪柳园度假村,酒店住宿,其他,119.666565,40.045661,hotel
秦皇岛斯特鲁娜小暖窝别墅,酒店住宿,其他,119.660294,40.035285,hotel
五泉壹号院客栈,酒店住宿,其他,119.682154,40.024711,hotel
秦皇岛鸣岐天成1号天然温泉度假村,酒店住宿,其他,119.483457,40.046685,hotel
秦皇岛金龙泉天然温泉度假村,酒店住宿,其他,119.483402,40.046705,hotel
农家菜馆民宿,酒店住宿,舒适型酒店,119.479324,40.045133,hotel
秦皇岛辉辉的小屋,酒店住宿,其他,119.623172,40.01163,hotel
秦皇岛原舍别墅,酒店住宿,其他,119.570885,40.013754000000006,hotel
洁雅农家院,酒店住宿,其他,119.086395,39.750665000000005,hotel
昌黎小镇人家民宿酒店,酒店住宿,舒适型酒店,119.102222,39.752443,hotel
秦皇岛昌黎人家生态农场农家菜馆,酒店住宿,其他,119.088021,39.750547,hotel
福客到农家院,酒店住宿,其他,119.104029,39.757109,hotel
印家百年山庄,酒店住宿,舒适型酒店,119.119686,39.765994,hotel
昌黎凤桐山居度假豪华酒店,酒店住宿,其他,119.115219,39.76428,hotel
昌黎平亮山庄,酒店住宿,其他,119.109899,39.759932,hotel
昌黎荆颗小舍,酒店住宿,其他,119.11315,39.754509,hotel
昌黎采摘住宿农家菜馆,酒店住宿,其他,119.119016,39.766642,hotel
温馨家园饭旅店,酒店住宿,舒适型酒店,119.119422,39.76643,hotel
昌黎八仙台饭店,酒店住宿,其他,119.120653,39.767259,hotel
昌黎仨晗农家院,酒店住宿,其他,119.11495,39.765094,hotel
秦皇岛双阳农家院,酒店住宿,其他,119.119992,39.757715,hotel
云婷生态山庄,酒店住宿,其他,119.107701,39.758294,hotel
葡墅,酒店住宿,其他,119.114216,39.753947,hotel
昌黎山水人家农家院,酒店住宿,其他,119.11637,39.764886,hotel
葡萄沟东云红山庄,酒店住宿,其他,119.107555,39.761125,hotel
昌黎葡萄沟树国农家菜馆庄,酒店住宿,其他,119.118774,39.766568,hotel
秦皇岛双阳农家院,酒店住宿,其他,119.120028,39.757648,hotel
北枫葡萄山庄,酒店住宿,其他,119.114346,39.757376,hotel
秦皇岛昌黎葡萄沟树成山庄,酒店住宿,舒适型酒店,119.11957,39.766466,hotel
秦皇岛昌黎葡萄沟吉祥精品农家民宿酒店,酒店住宿,其他,119.11791,39.765981,hotel
秦皇岛葡萄沟伴湾精品民宿酒店,酒店住宿,舒适型酒店,119.114341,39.755436,hotel
昌黎葡萄小镇吉祥农家民宿酒店,酒店住宿,其他,119.114515,39.76416699999999,hotel
昌黎葡萄沟望峪山庄民宿,酒店住宿,其他,119.110768,39.757869,hotel
马氏酒堡山庄,酒店住宿,其他,119.105766,39.759832,hotel
葡萄沟马氏山庄,酒店住宿,其他,119.110162,39.762745,hotel
秦皇岛昌黎葡萄沟山水人家民宿酒店,酒店住宿,其他,119.116369,39.765051,hotel
葡酝春酒庄,酒店住宿,其他,119.110751,39.762886,hotel
昌黎葡萄沟和平饭店,酒店住宿,其他,119.11882,39.766938,hotel
秦皇岛滑石庄园度假别墅,酒店住宿,其他,119.154309,39.826787,hotel
昌黎嘉泰酒庄假日豪华酒店,酒店住宿,其他,119.205082,39.752367,hotel
秦皇岛祝诏彬特色民宿酒店,酒店住宿,其他,119.18578,39.764062,hotel
长峪小栖,酒店住宿,其他,119.17153,39.782381,hotel
昌黎温馨之家阿别墅,酒店住宿,其他,119.171051,39.784359,hotel
朗格斯酒庄,酒店住宿,其他,119.246507,39.760138,hotel
感恩农家酒店,酒店住宿,其他,119.212137,39.759922,hotel
秋海假日豪华酒店,酒店住宿,其他,119.24462,39.763773,hotel
聚友阁豪华酒店,酒店住宿,其他,119.20634,39.826247,hotel
欣悦餐馆旅店,酒店住宿,舒适型酒店,119.224932,39.915821,hotel
凯帅旅店,酒店住宿,舒适型酒店,119.233831,39.898868,hotel
溪谷旅馆,酒店住宿,舒适型酒店,119.116731,39.858702,hotel
浴池酒店,酒店住宿,舒适型酒店,119.058119,39.902782,hotel
温馨近海公寓,酒店住宿,其他,119.064522,39.943488,hotel
秦皇岛海鲜碧天旅馆,酒店住宿,其他,119.332647,39.754235,hotel
京府豪华酒店,酒店住宿,其他,119.309176,39.752008,hotel
天易成酒店,酒店住宿,其他,119.314886,39.786522,hotel
林忆美豪华酒店,酒店住宿,其他,119.314832,39.786417,hotel
秦皇岛自助入住公寓,酒店住宿,其他,119.329025,39.754429,hotel
颐荷苑假日酒店,酒店住宿,其他,119.339779,39.746108,hotel
抚宁服务站住宿,酒店住宿,舒适型酒店,119.32718,39.826185,hotel
秦皇岛qhdtansen公寓,酒店住宿,其他,119.4021,39.852388000000005,hotel
秦皇岛明峰民宿酒店,酒店住宿,其他,119.361786,39.907328,hotel
秦皇岛上徐快捷酒店,酒店住宿,其他,119.394535,39.920808,hotel
顺祥酒店,酒店住宿,其他,119.364862,39.908261,hotel
龙怡公寓,酒店住宿,舒适型酒店,119.350846,39.903744,hotel
缘睿旅店,酒店住宿,舒适型酒店,119.350955,39.904486,hotel
河西民宿酒店,酒店住宿,舒适型酒店,119.350334,39.903848,hotel
朋鑫旅店,酒店住宿,舒适型酒店,119.35075,39.903871,hotel
利萍酒店,酒店住宿,其他,119.351146,39.904675000000005,hotel
榆关镇洪兴浴池酒店,酒店住宿,其他,119.350969,39.904961,hotel
秦皇岛仁轩酒庄,酒店住宿,其他,119.218083,39.956359,hotel
双兴旅馆餐馆,酒店住宿,其他,119.220538,40.028954,hotel
桐来公寓,酒店住宿,舒适型酒店,119.215188,40.02889699999999,hotel
春林酒店,酒店住宿,舒适型酒店,119.1553,40.341072,hotel
鑫园洗浴酒店,酒店住宿,其他,119.168559,40.33643,hotel
双合酒店,酒店住宿,其他,119.163173,40.338093,hotel
顺泰酒店,酒店住宿,其他,119.168728,40.336075,hotel
双山子桂平酒店,酒店住宿,其他,119.167945,40.336162,hotel
红艳酒店,酒店住宿,舒适型酒店,119.171986,40.340765,hotel
汇民旅店,酒店住宿,其他,119.161762,40.339182,hotel
双山子供销社酒店,酒店住宿,其他,119.167581,40.336359,hotel
东岳酒店,酒店住宿,舒适型酒店,119.394924,40.469199,hotel
木头凳大众浴池酒店,酒店住宿,其他,119.394255,40.470511,hotel
宏燕酒店,酒店住宿,舒适型酒店,119.393762,40.470192,hotel
艳华旅社,酒店住宿,舒适型酒店,118.925934,40.412765,hotel
顺利酒店,酒店住宿,其他,118.91318,40.416353,hotel
海河酒店,酒店住宿,其他,118.926148,40.412592,hotel
青龙顺兴酒店,酒店住宿,其他,118.92262,40.414107,hotel
源利酒店,酒店住宿,舒适型酒店,118.903175,40.411833,hotel
酒店,酒店住宿,舒适型酒店,119.019359,40.391003,hotel
昌黎爱平快捷酒店,酒店住宿,其他,118.987861,39.714845,hotel
聚贤酒店,酒店住宿,其他,118.99844,39.714579,hotel
昌黎怡居酒店,酒店住宿,其他,118.981983,39.718281,hotel
爱尚快捷酒店,酒店住宿,其他,118.886686,39.641592,hotel
昌黎芸和豪华酒店,酒店住宿,其他,118.884833,39.646228,hotel
泓泰酒店,酒店住宿,其他,118.88539,39.645517000000005,hotel
昌海快捷酒店,酒店住宿,其他,118.884064,39.648638,hotel
昌黎兴程酒店,酒店住宿,其他,118.888317,39.641835,hotel
酒店,酒店住宿,舒适型酒店,118.888365,39.642196,hotel
昌黎鑫涛酒店,酒店住宿,其他,118.87599,39.706473,hotel
清雅酒店,酒店住宿,其他,118.862423,39.706251,hotel
绿色酒店,酒店住宿,其他,118.860734,39.70988,hotel
尚客酒店,酒店住宿,其他,118.862623,39.706104,hotel
左右便捷酒店,酒店住宿,其他,119.029897,39.814765,hotel
长泰旅社,酒店住宿,舒适型酒店,119.027442,39.818241,hotel
昌黎佳朋商务豪华酒店,酒店住宿,其他,119.100155,39.532721,hotel
