date,region_code,pressure_index,estimate_label,projection_source,calibration_year,baseline_scale,conservative_scale,high_scale,scale_anchor_count,scale_interval_method,scale_source_year,visitor_estimate_baseline,visitor_estimate_conservative,visitor_estimate_high
2023-01-16,HGA,0.8649106058104603,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,14269.626544148061,11415.70123531845,17123.55185297767
2023-01-16,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-17,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-17,HGA,0.902068871172408,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,14882.67784237615,11906.142273900921,17859.21341085138
2023-01-17,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-18,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-18,HGA,0.905166627811882,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,14933.785818244392,11947.028654595515,17920.54298189327
2023-01-18,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-19,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-19,HGA,0.89786151966905,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,14813.263345329233,11850.610676263386,17775.916014395076
2023-01-19,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-20,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-20,HGA,0.8569520322984301,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,14138.322949212485,11310.658359369989,16965.98753905498
2023-01-20,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-21,BDH,0.5800353124579325,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,67500.781127444,54000.624901955205,81000.93735293279
2023-01-21,HGA,2.16778845224178,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,35765.00442056763,28612.003536454107,42918.00530468115
2023-01-21,SHG,0.2734445129407264,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,46786.56078640517,37429.248629124144,56143.872943686205
2023-01-22,BDH,0.5128520647453989,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,59682.42662061648,47745.94129649319,71618.91194473977
2023-01-22,HGA,2.0330937940845564,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,33542.760345303665,26834.208276242935,40251.312414364394
2023-01-22,SHG,0.2192975343975862,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,37521.97223875364,30017.577791002914,45026.366686504356
2023-01-23,BDH,0.3104522888100827,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,36128.44174724838,28902.7533977987,43354.13009669804
2023-01-23,HGA,1.627305601954332,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,26847.911283651338,21478.329026921074,32217.493540381605
2023-01-23,SHG,0.0561715067366548,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,9610.986836543856,7688.789469235086,11533.184203852627
2023-01-24,BDH,0.3441013908842739,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,40044.307946187306,32035.44635694985,48053.169535424764
2023-01-24,HGA,1.694768168226417,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,27960.934548651578,22368.747638921264,33553.121458381895
2023-01-24,SHG,0.0832913211255513,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,14251.207372609882,11400.965898087908,17101.44884713186
2023-01-25,BDH,0.367439856794593,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,42760.288586378105,34208.23086910249,51312.34630365372
2023-01-25,HGA,1.7415590989232368,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,28732.9092500961,22986.327400076883,34479.491100115316
2023-01-25,SHG,0.1021011800696003,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,17469.58831360986,13975.67065088789,20963.50597633183
2023-01-26,BDH,0.3645130010176626,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,42419.67992523818,33935.74394019055,50903.61591028581
2023-01-26,HGA,1.7356910908740284,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,28636.09660511553,22908.877284092425,34363.31592613863
2023-01-26,SHG,0.0997422527722713,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,17065.9740878195,13652.779270255603,20479.168905383398
2023-01-27,BDH,0.3812031528983942,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,44361.972514823865,35489.5780118591,53234.36701778864
2023-01-27,HGA,1.7691529192123436,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,29188.162669127683,23350.53013530215,35025.79520295322
2023-01-27,SHG,0.1131938396862384,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,19367.55067480465,15494.040539843723,23241.06080976558
2023-01-28,BDH,0.2052042877711357,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,23880.35593308304,19104.284746466434,28656.427119699645
2023-01-28,HGA,1.4162955063672542,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,23366.58588326374,18693.26870661099,28039.903059916483
2023-01-28,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-29,BDH,0.1867667955813877,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,21734.719110446662,17387.77528835733,26081.66293253599
2023-01-29,HGA,1.3793304623669882,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,22756.72242508874,18205.377940070997,27308.06691010649
2023-01-29,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-30,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-30,HGA,0.9469671038069964,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,15623.426086048697,12498.74086883896,18748.111303258436
2023-01-30,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-31,BDH,0.051704580187626,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,6017.046679006189,4813.637343204951,7220.456014807426
2023-01-31,HGA,1.1085463078071882,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,18289.22169879058,14631.377359032467,21947.0660385487
2023-01-31,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-01,BDH,0.0118456235430521,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,1378.5175228545215,1102.8140182836173,1654.2210274254255
2023-02-01,HGA,1.0286336997904302,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,16970.792875155686,13576.634300124551,20364.951450186825
2023-02-01,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-02,BDH,0.046869479870897,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,5454.3687847487945,4363.495027799036,6545.2425416985525
2023-02-02,HGA,1.0988524896829983,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,18129.28937342678,14503.431498741424,21755.14724811213
2023-02-02,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-03,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-03,HGA,0.8318171579254943,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,13723.638161991283,10978.910529593028,16468.365794389538
2023-02-03,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-04,BDH,0.1507481303323252,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,17543.098381051896,14034.478704841516,21051.71805726227
2023-02-04,HGA,1.3071171953966143,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,21565.320279852574,17252.25622388206,25878.384335823084
2023-02-04,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-05,BDH,0.1574400721051219,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,18321.863547967332,14657.490838373866,21986.236257560795
2023-02-05,HGA,1.3205337663452488,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,21786.67200759637,17429.337606077097,26144.006409115642
2023-02-05,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-06,BDH,0.2709677714709461,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,31533.48743052283,25226.789944418266,37840.18491662739
2023-02-06,HGA,1.548143701531561,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,25541.86792151742,20433.49433721394,30650.2415058209
2023-02-06,SHG,0.0243485838214588,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,4166.060912227927,3332.8487297823417,4999.273094673511
2023-02-07,BDH,0.1648065832693185,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,19179.130764441103,15343.304611552885,23014.956917329324
2023-02-07,HGA,1.3353027710727132,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,22030.336705975453,17624.269364780364,26436.40404717054
2023-02-07,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-08,BDH,0.1655184694224763,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,19261.975498856216,15409.580399084974,23114.370598627454
2023-02-08,HGA,1.3367300206522028,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,22053.884016353877,17643.1072130831,26464.66081962465
2023-02-08,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-09,BDH,0.1057688546342537,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,12308.699407477878,9846.959525982304,14770.439288973454
2023-02-09,HGA,1.2169389386050633,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,20077.5248496972,16062.019879757763,24093.029819636642
2023-02-09,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-10,BDH,0.0417281885288868,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,4856.058347201731,3884.8466777613853,5827.270016642076
2023-02-10,HGA,1.0885447938901147,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,17959.22905909255,14367.383247274041,21551.07487091106
2023-02-10,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-02-11,BDH,0.5581593513520786,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,64954.99739524094,51963.99791619276,77945.99687428912
2023-02-11,HGA,2.123929674892676,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,35041.40550843705,28033.12440674964,42049.68661012445
2023-02-11,SHG,0.255813373676998,anchor_constrained_estimate,joint_covariate_region_mean,2023,171100.74831359636,136880.5986508771,205320.8979763156,1.0,single_anchor_scenario,2023.0,43769.85966476001,35015.88773180801,52523.831597712015
2023-02-12,BDH,0.4475120475857847,anchor_constrained_estimate,joint_covariate_region_mean,2023,116373.57188031469,93098.85750425176,139648.2862563776,1.0,single_anchor_scenario,2023.0,52078.575437031126,41662.860349624905,62494.29052443735
2023-02-12,HGA,1.9020946004617767,anchor_constrained_estimate,joint_covariate_region_mean,2023,16498.383125706703,13198.706500565364,19798.059750848042,1.0,single_anchor_scenario,2023.0,31381.48545975641,25105.18836780513,37657.78255170769
