date,attraction_name,region_code,visitor_index,daily_rank,is_observed,observation_type,threshold_group
2021-12-26,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2021-12
2021-12-26,山海关风景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-26,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-26,老龙头景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-26,角山景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-26,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2021-12
2021-12-29,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,奥林匹克公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,平水桥公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,戴河生态园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,老虎石海上公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,鸽子窝公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-29,新澳海底世界,HGA,,,False,left_censored,HGA_2021-12
2021-12-29,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2021-12
2021-12-29,秦皇植物园,HGA,,,False,left_censored,HGA_2021-12
2021-12-29,孟姜女庙景区,SHG,0.1,2.0,True,density,SHG_2021-12
2021-12-29,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2021-12
2021-12-29,山海关风景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-29,山海关风景区-天下第一关景区,SHG,0.24,32.0,True,density,SHG_2021-12
2021-12-29,老龙头景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-29,角山景区,SHG,0.23,1.0,True,density,SHG_2021-12
2021-12-29,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2021-12
2021-12-30,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,奥林匹克公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,平水桥公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,戴河生态园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,老虎石海上公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,鸽子窝公园,BDH,,,False,left_censored,BDH_2021-12
2021-12-30,新澳海底世界,HGA,,,False,left_censored,HGA_2021-12
2021-12-30,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2021-12
2021-12-30,秦皇植物园,HGA,,,False,left_censored,HGA_2021-12
2021-12-30,孟姜女庙景区,SHG,0.1,31.0,True,density,SHG_2021-12
2021-12-30,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2021-12
2021-12-30,山海关风景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-30,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-30,老龙头景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-30,角山景区,SHG,,,False,left_censored,SHG_2021-12
2021-12-30,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2021-12
2022-01-09,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,平水桥公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,戴河生态园,BDH,0.24,5.0,True,density,BDH_2022-01
2022-01-09,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-09,新澳海底世界,HGA,,,False,left_censored,HGA_2022-01
2022-01-09,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-01
2022-01-09,秦皇植物园,HGA,,,False,left_censored,HGA_2022-01
2022-01-09,孟姜女庙景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,山海关风景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,老龙头景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,角山景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-09,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-01
2022-01-14,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,平水桥公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,戴河生态园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-14,新澳海底世界,HGA,,,False,left_censored,HGA_2022-01
2022-01-14,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-01
2022-01-14,秦皇植物园,HGA,,,False,left_censored,HGA_2022-01
2022-01-14,孟姜女庙景区,SHG,0.11,15.0,True,density,SHG_2022-01
2022-01-14,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-01
2022-01-14,山海关风景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-14,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-14,老龙头景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-14,角山景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-14,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-01
2022-01-15,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,平水桥公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,戴河生态园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-15,新澳海底世界,HGA,,,False,left_censored,HGA_2022-01
2022-01-15,河北秦皇岛国家地质公园,HGA,6.88,5.0,True,density,HGA_2022-01
2022-01-15,秦皇植物园,HGA,,,False,left_censored,HGA_2022-01
2022-01-15,孟姜女庙景区,SHG,0.11,3.0,True,density,SHG_2022-01
2022-01-15,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-01
2022-01-15,山海关风景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-15,山海关风景区-天下第一关景区,SHG,0.2,19.0,True,density,SHG_2022-01
2022-01-15,老龙头景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-15,角山景区,SHG,0.18,2.0,True,density,SHG_2022-01
2022-01-15,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-01
2022-01-22,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,平水桥公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,戴河生态园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-22,新澳海底世界,HGA,,,False,left_censored,HGA_2022-01
2022-01-22,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-01
2022-01-22,秦皇植物园,HGA,,,False,left_censored,HGA_2022-01
2022-01-22,孟姜女庙景区,SHG,0.11,6.0,True,density,SHG_2022-01
2022-01-22,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-01
2022-01-22,山海关风景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-22,山海关风景区-天下第一关景区,SHG,0.2,15.0,True,density,SHG_2022-01
2022-01-22,老龙头景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-22,角山景区,SHG,0.1,2.0,True,density,SHG_2022-01
2022-01-22,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-01
2022-01-31,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,平水桥公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,戴河生态园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,秦皇岛野生动物园,BDH,0.26,27.0,True,density,BDH_2022-01
2022-01-31,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-01
2022-01-31,新澳海底世界,HGA,,,False,left_censored,HGA_2022-01
2022-01-31,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-01
2022-01-31,秦皇植物园,HGA,,,False,left_censored,HGA_2022-01
2022-01-31,孟姜女庙景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,山海关风景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,老龙头景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,角山景区,SHG,,,False,left_censored,SHG_2022-01
2022-01-31,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-01
2022-02-10,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,平水桥公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,戴河生态园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-10,新澳海底世界,HGA,,,False,left_censored,HGA_2022-02
2022-02-10,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-02
2022-02-10,秦皇植物园,HGA,,,False,left_censored,HGA_2022-02
2022-02-10,孟姜女庙景区,SHG,0.1,17.0,True,density,SHG_2022-02
2022-02-10,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-02
2022-02-10,山海关风景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-10,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-10,老龙头景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-10,角山景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-10,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-02
2022-02-11,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,平水桥公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,戴河生态园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-11,新澳海底世界,HGA,,,False,left_censored,HGA_2022-02
2022-02-11,河北秦皇岛国家地质公园,HGA,6.65,19.0,True,density,HGA_2022-02
2022-02-11,秦皇植物园,HGA,,,False,left_censored,HGA_2022-02
2022-02-11,孟姜女庙景区,SHG,0.1,4.0,True,density,SHG_2022-02
2022-02-11,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-02
2022-02-11,山海关风景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-11,山海关风景区-天下第一关景区,SHG,0.2,6.0,True,density,SHG_2022-02
2022-02-11,老龙头景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-11,角山景区,SHG,0.15,1.0,True,density,SHG_2022-02
2022-02-11,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-02
2022-02-13,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,平水桥公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,戴河生态园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-13,新澳海底世界,HGA,,,False,left_censored,HGA_2022-02
2022-02-13,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-02
2022-02-13,秦皇植物园,HGA,,,False,left_censored,HGA_2022-02
2022-02-13,孟姜女庙景区,SHG,0.09,2.0,True,density,SHG_2022-02
2022-02-13,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-02
2022-02-13,山海关风景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-13,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-13,老龙头景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-13,角山景区,SHG,0.13,14.0,True,density,SHG_2022-02
2022-02-13,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-02
2022-02-14,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,平水桥公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,戴河生态园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-14,新澳海底世界,HGA,,,False,left_censored,HGA_2022-02
2022-02-14,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-02
2022-02-14,秦皇植物园,HGA,,,False,left_censored,HGA_2022-02
2022-02-14,孟姜女庙景区,SHG,0.1,5.0,True,density,SHG_2022-02
2022-02-14,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-02
2022-02-14,山海关风景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-14,山海关风景区-天下第一关景区,SHG,0.16,38.0,True,density,SHG_2022-02
2022-02-14,老龙头景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-14,角山景区,SHG,0.11,3.0,True,density,SHG_2022-02
2022-02-14,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-02
2022-02-22,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,平水桥公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,戴河生态园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-02
2022-02-22,新澳海底世界,HGA,,,False,left_censored,HGA_2022-02
2022-02-22,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-02
2022-02-22,秦皇植物园,HGA,,,False,left_censored,HGA_2022-02
2022-02-22,孟姜女庙景区,SHG,0.09,100.0,True,density,SHG_2022-02
2022-02-22,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-02
2022-02-22,山海关风景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-22,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-22,老龙头景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-22,角山景区,SHG,,,False,left_censored,SHG_2022-02
2022-02-22,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-02
2022-03-01,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,平水桥公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,戴河生态园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-01,新澳海底世界,HGA,,,False,left_censored,HGA_2022-03
2022-03-01,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-03
2022-03-01,秦皇植物园,HGA,,,False,left_censored,HGA_2022-03
2022-03-01,孟姜女庙景区,SHG,0.09,17.0,True,density,SHG_2022-03
2022-03-01,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-03
2022-03-01,山海关风景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-01,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-01,老龙头景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-01,角山景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-01,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-03
2022-03-13,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,平水桥公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,戴河生态园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-13,新澳海底世界,HGA,,,False,left_censored,HGA_2022-03
2022-03-13,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-03
2022-03-13,秦皇植物园,HGA,,,False,left_censored,HGA_2022-03
2022-03-13,孟姜女庙景区,SHG,0.1,8.0,True,density,SHG_2022-03
2022-03-13,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-03
2022-03-13,山海关风景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-13,山海关风景区-天下第一关景区,SHG,0.27,25.0,True,density,SHG_2022-03
2022-03-13,老龙头景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-13,角山景区,SHG,0.29,3.0,True,density,SHG_2022-03
2022-03-13,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-03
2022-03-19,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,平水桥公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,戴河生态园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-03
2022-03-19,新澳海底世界,HGA,,,False,left_censored,HGA_2022-03
2022-03-19,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-03
2022-03-19,秦皇植物园,HGA,,,False,left_censored,HGA_2022-03
2022-03-19,孟姜女庙景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-19,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-03
2022-03-19,山海关风景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-19,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-19,老龙头景区,SHG,,,False,left_censored,SHG_2022-03
2022-03-19,角山景区,SHG,0.3,56.0,True,density,SHG_2022-03
2022-03-19,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-03
2022-04-07,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,平水桥公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,戴河生态园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-07,新澳海底世界,HGA,,,False,left_censored,HGA_2022-04
2022-04-07,河北秦皇岛国家地质公园,HGA,8.58,5.0,True,density,HGA_2022-04
2022-04-07,秦皇植物园,HGA,,,False,left_censored,HGA_2022-04
2022-04-07,孟姜女庙景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,山海关风景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,老龙头景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,角山景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-07,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-04
2022-04-23,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,平水桥公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,戴河生态园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,老虎石海上公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,鸽子窝公园,BDH,,,False,left_censored,BDH_2022-04
2022-04-23,新澳海底世界,HGA,,,False,left_censored,HGA_2022-04
2022-04-23,河北秦皇岛国家地质公园,HGA,,,False,left_censored,HGA_2022-04
2022-04-23,秦皇植物园,HGA,,,False,left_censored,HGA_2022-04
2022-04-23,孟姜女庙景区,SHG,0.11,42.0,True,density,SHG_2022-04
2022-04-23,山海关欢乐海洋公园,SHG,,,False,left_censored,SHG_2022-04
2022-04-23,山海关风景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-23,山海关风景区-天下第一关景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-23,老龙头景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-23,角山景区,SHG,,,False,left_censored,SHG_2022-04
2022-04-23,黄金海岸风景区,其他_昌黎,,,False,left_censored,其他_昌黎_2022-04
2022-05-09,北戴河碧螺塔海上酒吧公园,BDH,,,False,left_censored,BDH_2022-05
2022-05-09,北戴河集发农业专业合作社,BDH,,,False,left_censored,BDH_2022-05
2022-05-09,奥林匹克公园,BDH,,,False,left_censored,BDH_2022-05
2022-05-09,平水桥公园,BDH,,,False,left_censored,BDH_2022-05
2022-05-09,戴河生态园,BDH,,,False,left_censored,BDH_2022-05
2022-05-09,秦皇岛野生动物园,BDH,,,False,left_censored,BDH_2022-05
