period_start,period_end,region_name,facility_or_scope,visitor_count_10k_persons,value_qualifier,frequency,metric_scope,geographic_comparability,data_status,source_url,source_note,source_dataset,tourism_value_100m_cny,tourism_value_metric,tourism_income_100m_cny,region_code,period_days,anchor_use,visitor_total
2024-01-01,2024-12-31,Beidaihe_District,,988.33,exact,annual,,comparable_with_beidaihe_district,verified,https://zgrkk.com/reports/4149.html,2024 Beidaihe District national economic and social development statistical bulletin,beidaihe_tourism_anchors_revised.csv,,,,BDH,366,point_calibration,9883300.0
2025-01-01,2025-12-31,Beidaihe_District,,1066.93,exact,annual,,comparable_with_beidaihe_district,verified,https://tjgb.hongheiku.com/xjtjgb/xj2020/75102.html,2025 Beidaihe District national economic and social development statistical bulletin; visitor-flow caliber,beidaihe_tourism_anchors_revised.csv,,,,BDH,365,point_calibration,10669300.0
2025-05-01,2025-05-05,Beidaihe_New_District,,31.99,exact,holiday_total,,not_comparable_with_beidaihe_district,verified,https://he.people.com.cn/BIG5/n2/2025/0507/c192235-41219910.html,2025 May Day holiday total for Beidaihe New District; it must not be merged with Beidaihe District,beidaihe_tourism_anchors_revised.csv,,,,BND,5,point_calibration,319900.0
2023-01-01,2023-12-31,Haigang_District,,866.76,,annual,,not_comparable_with_aranya,verified,https://tjgb.hongheiku.com/xjtjgb/xj2020/57285.html,2023 Haigang District economic and social development statistical bulletin,haigang_aranya_tourism_anchors.csv,118.68,tourism_comprehensive_income,,HGA,365,point_calibration,8667600.0
2024-01-01,2024-12-31,Haigang_District,,985.62,,annual,,not_comparable_with_aranya,verified,https://www.gcs66.com/document_detail/132960.html,2024 Haigang District annual tourism visitors and comprehensive income,haigang_aranya_tourism_anchors.csv,129.61,tourism_comprehensive_income,,HGA,366,point_calibration,9856200.0
2024-01-01,2024-12-31,Aranya_Leisure_Area,,342.48,,annual,,not_comparable_with_haigang,verified,https://www.news.cn/local/20250822/9fefd829339948049629be910d8e1a01/c.html,2024 Aranya annual visitor count and community total income,haigang_aranya_tourism_anchors.csv,21.96,community_total_income,,ARA,366,point_calibration,3424800.0
2023-05-01,2023-05-01,Shanhaiguan_District,scenic_areas,13.97,,daily_peak,district_scenic_area_visitors,comparable_with_Shanhaiguan_District_scenic_rows,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,"Labour Day single-day peak; scenic-area visitors, not all district visitors.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,1,point_calibration,139700.0
2023-05-01,2023-05-01,Beidaihe_District,scenic_areas,12.86,,daily_peak,district_scenic_area_visitors,comparable_with_Beidaihe_District_scenic_rows,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,"Labour Day single-day peak; scenic-area visitors, not all district visitors.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,1,point_calibration,128600.0
2023-06-22,2023-06-24,Qinhuangdao_City,all_visitors,199.43,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://hebei.ifeng.com/c/8QuMkycYdNb,Dragon Boat Festival three-day holiday; citywide visitors and 19.54 hundred-million CNY tourism revenue.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,3,point_calibration,1994300.0
2023-07-01,2023-07-31,Qinhuangdao_City,all_visitors,1244.19,,monthly_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://www.news.cn/photo/2023-08/02/c_1129783074.htm,July 2023 summer peak; citywide visitors and 156.13 hundred-million CNY tourism revenue.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,31,point_calibration,12441900.0
2023-07-01,2023-07-31,Beidaihe_District,all_visitors,453.41,,monthly_total,district_tourist_visitors,not_directly_comparable_with_scenic_gate_entries,verified,https://m.thepaper.cn/newsDetail_forward_24265866,July 2023 summer peak; district visitors and 56.90 hundred-million CNY tourism revenue.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,31,point_calibration,4534100.0
2023-09-29,2023-10-06,Qinhuangdao_City,all_visitors,433.9,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://www.ccmapp.cn/news/detail?categoryid=&categoryname=%E6%9C%AC%E7%BD%91%E5%8E%9F%E5%88%9B&id=ecd6cfd7-b294-46d1-b559-82861ff3790c,Mid-Autumn and National Day eight-day holiday; citywide visitors and 49.77 hundred-million CNY tourism revenue.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,8,point_calibration,4339000.0
2024-04-04,2024-04-06,Qinhuangdao_City,all_scenic_areas,70.01,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://finance.sina.cn/2024-04-07/detail-inaqyhsa8780189.d.html,Qingming three-day holiday; citywide scenic-area visitors and 6.01 hundred-million CNY tourism revenue.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,3,point_calibration,700100.0
2024-05-01,2024-05-05,Qinhuangdao_City,all_scenic_areas,141.46,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://hebei.ifeng.com/c/8ZO14QVDnhM,"Labour Day five-day holiday; scenic-area visitors and 43.4111 million CNY ticket income, not full all-tourist citywide flow.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,1414600.0
2024-06-08,2024-06-10,Qinhuangdao_City,all_visitors,208.8,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://web.cmc.hebtv.com/cms/rmt0336_html/19/19js/zx/tt/11517102.shtml,Dragon Boat Festival three-day holiday; citywide visitors and 19.96 hundred-million CNY tourist spending.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,3,point_calibration,2088000.0
2024-01-01,2024-12-31,Beidaihe_New_District,all_visitors,1174.0,,annual,new_district_tourist_visitors,not_comparable_with_Beidaihe_District_core,verified,https://he.people.com.cn/n2/2025/0729/c192235-41306590.html,2024 annual Beidaihe New District visitors; added because the source reports a district-level tourism total distinct from Beidaihe District core.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BND,366,point_calibration,11740000.0
2025-01-28,2025-02-04,Qinhuangdao_City,all_scenic_areas,95.37,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://qhd.hebccw.cn/system/2025/02/07/102029217.shtml,"Spring Festival eight-day holiday; scenic-area visitors, not the full citywide visitor definition.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,8,point_calibration,953700.0
2025-04-04,2025-04-06,Qinhuangdao_City,all_scenic_areas,59.14,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://www.jiemian.com/article/12585647.html,Qingming three-day holiday; scenic-area visitors and 976.35 ten-thousand CNY ticket income.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,3,point_calibration,591400.0
2025-05-01,2025-05-05,Qinhuangdao_City,all_scenic_areas,188.26,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://whly.hebei.gov.cn/c/2025-05-14/580826.html,"Labour Day five-day holiday; monitored scenic-area visitors, not full all-tourist citywide flow.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,1882600.0
2025-07-01,2025-08-31,Shanhaiguan_District,Shanhaiguan_Scenic_Area,464.04,,summer_total,scenic_area_visitors,not_directly_comparable_with_district_all_visitors,verified,https://qhd.wenming.cn/sy/jq_sy/202509/t20250911_9023197.html,July–August 2025 summer peak; scenic-area visitors and 17515.53 ten-thousand CNY ticket income.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,62,point_calibration,4640400.0
2023-04-29,2023-05-03,Qinhuangdao_City,all_visitors,437.17,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,Five-day Labour Day holiday; this is all visitors rather than scenic-gate entries.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,4371700.0
2023-04-29,2023-05-03,Beidaihe_District,scenic_areas,46.89,,holiday_total,district_scenic_area_visitors,comparable_with_Beidaihe_District_scenic_rows,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,Five-day Labour Day holiday; district scenic-area aggregate.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,5,point_calibration,468900.0
2023-04-29,2023-05-03,Shanhaiguan_District,scenic_areas,44.94,,holiday_total,district_scenic_area_visitors,comparable_with_Shanhaiguan_District_scenic_rows,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,Five-day Labour Day holiday; district scenic-area aggregate.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,5,point_calibration,449400.0
2024-05-01,2024-05-05,Shanhaiguan_District,all_scenic_areas,47.52,,holiday_total,district_scenic_area_visitors,comparable_with_Shanhaiguan_District_scenic_rows,verified,https://changcheng.ctnews.com.cn/2024-05/13/content_160003.html,Five-day Labour Day holiday.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,5,point_calibration,475200.00000000006
2024-07-01,2024-07-20,Qinhuangdao_City,all_visitors,820.1,,period_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://news.cctv.com/2024/07/23/ARTIryZBjRdk43NGtdAHDnwG240723.shtml,First 20 days of the summer peak; all visitors citywide.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,20,point_calibration,8201000.0
2024-07-09,2024-07-09,Beidaihe_District,all_visitors,7.0,,daily_snapshot_lower_bound,district_tourist_visitors,not_directly_comparable_with_scenic_gate_entries,verified,https://www.thepaper.cn/newsDetail_forward_28009059,"News report says the district was receiving more than 70,000 visitors per day during the summer peak. Stored as a lower-bound snapshot (>=7.00 in 10k persons), not an exact daily observation.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,1,lower_bound_only,70000.0
2025-05-01,2025-05-05,Beidaihe_New_District,all_visitors,31.99,,holiday_total,new_district_tourist_visitors,not_comparable_with_Beidaihe_District_core,verified,https://he.people.com.cn/n2/2025/0507/c192235-41219910.html,Five-day Labour Day holiday. New District scope includes coastal resorts such as Aranya vicinity but is not the Beidaihe District board.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BND,5,point_calibration,319900.0
2025-05-01,2025-05-05,Shanhaiguan_District,scenic_area,51.14,,holiday_total,district_scenic_area_visitors,comparable_with_Shanhaiguan_District_scenic_rows,verified,https://lywgj.qhd.gov.cn/home/details?code=OTg%CE%B3&id=10940&pcode=NzU%CE%B3,Five-day Labour Day holiday; the source uses Shanhaiguan scenic area wording.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,5,point_calibration,511400.0
2025-10-01,2025-10-08,Qinhuangdao_City,all_scenic_areas,229.35,,holiday_total,citywide_scenic_area_visitors,citywide_not_board_level,verified,https://hebei.ifeng.com/c/8nT28x5qQca,"Eight-day National Day and Mid-Autumn Festival holiday; scenic-area aggregate, not all citywide tourists.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,8,point_calibration,2293500.0
2025-10-01,2025-10-08,Shanhaiguan_District,paid_scenic_sites_Laolongtou_and_First_Pass,44.36,,holiday_total,paid_scenic_gate_entries,subset_of_Shanhaiguan_District,verified,https://i.ifeng.com/c/8nM9uMXRbf4,Eight-day holiday; source identifies Shanhaiguan scenic area including Laolongtou and First Pass as a charged-scenic-site statistic.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,8,point_calibration,443600.0
2025-10-01,2025-10-08,Beidaihe_District,Pigeon_Nest_Park,9.58,,holiday_total,paid_scenic_gate_entries,single_site_not_Beidaihe_District_total,verified,https://i.ifeng.com/c/8nM9uMXRbf4,"Eight-day holiday; a single-site gate count, retained as a within-board intensity anchor only.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,8,point_calibration,95800.0
2023-01-21,2023-01-27,Qinhuangdao_City,open_scenic_areas,25.76,,holiday_total,citywide_open_scenic_area_visitors,citywide_not_board_level,verified,https://www.thepaper.cn/newsDetail_forward_21701095,Seven-day Spring Festival holiday; 27 open scenic areas.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,7,point_calibration,257600.00000000003
2023-01-21,2023-01-27,Beidaihe_District,Pigeon_Nest_Wildlife_Park_and_Jifa_Agriculture_Dream_Kingdom,8.07,,holiday_total,three_open_scenic_sites_visitors,subset_of_Beidaihe_District,verified,https://www.thepaper.cn/newsDetail_forward_21730576,"Seven-day Spring Festival holiday; three open sites only, not district total.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,7,point_calibration,80700.0
2023-01-01,2023-07-31,Beidaihe_District,all_visitors,900.0,,year_to_date_lower_bound,district_tourist_visitors,not_directly_comparable_with_scenic_gate_entries,verified,https://he.people.com.cn/n2/2023/0803/c192235-40518936.html,"Source reports more than 9 million visitors from January through July. Stored as a >=900.00 lower bound, not an exact cumulative value.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,212,lower_bound_only,9000000.0
2023-07-01,2023-07-31,Shanhaiguan_District,all_visitors,205.08,,monthly_total,district_tourist_visitors,not_directly_comparable_with_scenic_gate_entries,verified,https://df.youth.cn/dfzl/202308/t20230815_14719756.htm,July total for Shanhaiguan District; source attributes the statistic to the district.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,31,point_calibration,2050800.0000000002
2024-02-02,2024-02-15,Shanhaiguan_District,Shanhaiguan_Ancient_City,15.1,,period_total,paid_scenic_gate_entries,single_site_not_Shanhaiguan_District_total,verified,https://df.youth.cn/dfzl/202402/t20240222_15090364.htm,Fourteen-day Spring Festival event window; Ancient City only.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,14,point_calibration,151000.0
2024-02-10,2024-02-17,Qinhuangdao_City,all_visitors,226.7,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://df.youth.cn/dfzl/202402/t20240222_15090364.htm,Eight-day Spring Festival holiday.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,8,point_calibration,2267000.0
2024-10-01,2024-10-07,Qinhuangdao_City,all_visitors,436.95,,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://www.rmlt.com.cn/2024/1008/713817.shtml,Seven-day National Day holiday.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,CITY,7,point_calibration,4369500.0
2024-10-01,2024-10-07,Shanhaiguan_District,Shanhaiguan_Scenic_Area,39.97,,holiday_total,paid_scenic_gate_entries,subset_of_Shanhaiguan_District,verified,https://www.rmlt.com.cn/2024/1008/713817.shtml,Seven-day National Day holiday; scenic-area gate entries.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,7,point_calibration,399700.0
2024-10-01,2024-10-07,Beidaihe_District,Pigeon_Nest_Park,9.38,,holiday_total,paid_scenic_gate_entries,single_site_not_Beidaihe_District_total,verified,https://www.rmlt.com.cn/2024/1008/713817.shtml,Seven-day National Day holiday; single-site gate count.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BDH,7,point_calibration,93800.00000000001
2024-10-01,2024-10-07,Beidaihe_New_District,Yutian_Qilihai_Resort,7.06,,holiday_total,paid_scenic_gate_entries,not_comparable_with_Beidaihe_District_core,verified,https://www.rmlt.com.cn/2024/1008/713817.shtml,"Seven-day National Day holiday; New District site, not Beidaihe District core.",qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,BND,7,point_calibration,70600.0
2024-01-01,2024-10-20,Shanhaiguan_District,Shanhaiguan_Scenic_Area,712.04,,year_to_date,scenic_area_visitors,not_directly_comparable_with_district_all_visitors,verified,https://he.people.com.cn/n2/2024/1027/c192235-41021741.html,Year-to-date scenic-area visitors reported as of 20 October; this is not an annual total.,qinhuangdao_public_visitor_flow_anchors_2023_2025.csv,,,,SHG,294,point_calibration,7120400.0
2023-07-01,2023-07-14,Beidaihe_District,,580.0,greater_than,cumulative_to_date,scenic_area_visitors,not_comparable_with_citywide_or_new_district_total,verified,https://qhd.hebccw.cn/system/2023/07/14/101179376.shtml,截至报道时北戴河各景区接待游客已超过580万人次；不是完整7—8月连续序列。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BDH,14,lower_bound_only,5800000.0
2024-05-01,2024-05-05,Qinhuangdao_City,,141.46,exact,holiday_total,scenic_area_visitors,citywide_scenic_scope,verified,https://www.sohu.com/a/776718109_232715,2024年五一期间全市景区接待游客141.46万人次；非暑期，但可作为节假日客流校验锚点。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,1414600.0
2024-05-01,2024-05-05,Beidaihe_New_District,,70.0,greater_than,holiday_total,regional_tourist_visitors,not_comparable_with_citywide_scenic_scope,verified,https://www.sohu.com/a/776718109_232715,2024年五一期间以阿那亚、阿卡度假区等为代表的北戴河新区接待游客突破70万人次。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BND,5,lower_bound_only,700000.0
2024-10-01,2024-10-07,Qinhuangdao_City,,436.95,exact,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://www.rmlt.com.cn/2024/1008/713817.shtml,2024年国庆假期全市接待游客436.95万人次；非暑期，用于季节性模型外部校验。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,CITY,7,point_calibration,4369500.0
2025-05-01,2025-05-05,Beidaihe_New_District,,31.99,exact,holiday_total,regional_tourist_visitors,not_comparable_with_citywide_total,verified,https://he.people.com.cn/n2/2025/0507/c192235-41219910.html,2025年五一北戴河新区游客接待量31.99万人次；非暑期。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BND,5,point_calibration,319900.0
2025-07-01,2025-08-31,Beidaihe_New_District,,5.0,approximately,daily_average,visitors_in_new_district,not_comparable_with_Aranya_only,verified,https://he.people.com.cn/n2/2025/0729/c192235-41306590.html,2025年夏季旅游高峰期新区平均每日在区游客近5万人次；不是逐日观测。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BND,62,point_calibration,3100000.0
2025-05-01,2025-05-05,Qinhuangdao_City,,188.26,exact,holiday_total,scenic_area_visitors,citywide_scenic_scope,verified,https://whly.hebei.gov.cn/c/2025-05-14/580826.html,2025年五一全市景区接待游客188.26万人次；与全市旅游接待量不是同一统计口径。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,1882600.0
2023-04-29,2023-05-03,Qinhuangdao_City,,437.17,exact,holiday_total,citywide_tourist_visitors,citywide_not_board_level,verified,https://qhd.hebccw.cn/system/2023/05/06/101145263.shtml,2023年五一全市接待游客437.17万人次；作为报道锚点，不属于7—8月连续序列。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,CITY,5,point_calibration,4371700.0
2025-04-04,2025-04-06,Beidaihe_New_District,,51.26,exact,holiday_total,scenic_and_resort_visitors,not_comparable_with_citywide_total,verified,https://www.visitbeijing.com.cn/article/4OGfwafFTKt?device=amp,报道统计今年五一和端午期间新区景区（度假区）接待游客51.26万人次；来源将两个假期合并，不能拆分为单一假期。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BND,3,point_calibration,512600.0
2025-05-01,2025-05-01,Beidaihe_New_District,,3.0,greater_than,daily_peak,Aranya_visitors,not_comparable_with_new_district_total,verified,https://www.visitbeijing.com.cn/article/4OGfwafFTKt?device=amp,报道给出阿那亚单日峰值客流超过3万人次；为峰值，不是日均。,qinhuangdao_summer_regional_flow_anchors_2023_2025.csv,,,,BND,1,lower_bound_only,30000.0
2024-01-01,2024-12-31,Shanhaiguan_Scenic_Area,,828.65,exact,annual,,,verified,https://www.zgcounty.com/wap/news/66028.html,2024 annual Shanhaiguan scenic area visitors and ticket income stated in the 2025 district government work report,shanhaiguan_tourism_anchors.csv,,,2.5,SHG_SCENIC,366,point_calibration,8286500.0
2025-05-01,2025-05-05,Shanhaiguan_Scenic_Area,,51.14,exact,holiday_total,,,verified,https://lywgj.qhd.gov.cn/home/details?code=OTg%CE%B3&id=10940&pcode=NzU%CE%B3,2025 May Day holiday cumulative visitors and tourism income; source separately reports state-owned scenic areas,shanhaiguan_tourism_anchors.csv,,,0.142039,SHG_SCENIC,5,point_calibration,511400.0
2025-01-01,2025-08-31,Shanhaiguan_Scenic_Area,,734.51,exact,year_to_date,,,verified,https://qhd.wenming.cn/sy/jq_sy/202509/t20250911_9023197.html,Cumulative visitors and ticket income through end-August 2025; do not treat as annual total,shanhaiguan_tourism_anchors.csv,,,2.447994,SHG_SCENIC,243,point_calibration,7345100.0
