date,region_code,observed_visitor_index,is_summer,is_holiday,is_weekend,regime,日均气温_℃,日降水量_mm,theme_attraction_lag_1,theme_coastal_resort_lag_1,theme_destination_lag_1,pressure_index,uncertainty_proxy,estimate_label,calibration_year,baseline_scale,conservative_scale,high_scale,scale_anchor_count,scale_interval_method,scale_source_year,visitor_estimate_baseline,visitor_estimate_conservative,visitor_estimate_high
2023-01-04,HGA,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.9278673033185848,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,13413.744621608244,10730.995697286597,16096.493545929894
2023-01-04,SHG,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.022369030541665,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,1459.2198276494898,1167.375862119592,1751.0637931793879
2023-01-05,BDH,0.22,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.5743294264552443,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,14429.1969320431,11543.35754563448,17315.03631845172
2023-01-05,HGA,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,1.0026413645967325,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14494.718332739412,11595.77466619153,17393.661999287295
2023-01-05,SHG,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.0620225297254572,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,4045.9735153828656,3236.778812306293,4855.168218459439
2023-01-06,BDH,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,0.6157659077385667,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15470.228648453975,12376.182918763181,18564.274378144768
2023-01-06,HGA,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,1.0553510516716686,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,15256.717682193066,12205.374145754453,18308.06121863168
2023-01-06,SHG,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,0.0899750509296884,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,5869.42639582991,4695.541116663929,7043.311674995893
2023-01-07,BDH,,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,0.8257853181688131,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,20746.6628568721,16597.33028549768,24895.995428246515
2023-01-07,HGA,7.31,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,1.3225083261455612,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,19118.88573228036,15295.108585824288,22942.66287873643
2023-01-07,SHG,0.2,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,0.2316514636349935,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,15111.53593404887,12089.228747239096,18133.843120858644
2023-01-08,BDH,,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,0.8292138511557479,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,20832.799793928974,16666.239835143184,24999.35975271477
2023-01-08,HGA,,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,1.3268696255433503,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,19181.935002505837,15345.548002004669,23018.322003007004
2023-01-08,SHG,0.155,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,0.2339643082117668,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,15262.411880970796,12209.929504776639,18314.894257164957
2023-01-09,BDH,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.5617007422218785,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,14111.919489164204,11289.535591331363,16934.303386997042
2023-01-09,HGA,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.9865769215385134,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14262.482175801213,11409.98574064097,17114.978610961454
2023-01-09,SHG,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.0535033805872609,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,3490.2359158474587,2792.1887326779674,4188.2830990169505
2023-01-10,BDH,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,0.5878016425650678,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,14767.66689441205,11814.133515529642,17721.200273294457
2023-01-10,HGA,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,1.0197788307464108,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14742.466683792485,11793.973347033989,17690.96002055098
2023-01-10,SHG,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,0.0711107146971237,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,4638.831560048701,3711.0652480389613,5566.597872058442
2023-01-11,BDH,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,0.607465189746808,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15261.685103472002,12209.348082777604,18314.0221241664
2023-01-11,HGA,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,1.0447920410054086,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,15104.070992275792,12083.256793820634,18124.88519073095
2023-01-11,SHG,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,0.0843754925577192,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,5504.145183162303,4403.316146529842,6604.974219794763
2023-01-12,BDH,,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,0.5841647473459581,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,14676.295157355791,11741.036125884635,17611.554188826947
2023-01-12,HGA,,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,1.0151524821041875,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14675.58572032351,11740.468576258807,17610.70286438821
2023-01-12,SHG,0.17,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,0.0686573116189368,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,4478.786429338261,3583.0291434706087,5374.543715205913
2023-01-13,BDH,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,0.6282242808795979,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15783.227271237974,12626.581816990381,18939.87272548557
2023-01-13,HGA,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,1.0711988488153623,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,15485.821890241197,12388.657512192958,18582.986268289438
2023-01-13,SHG,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,0.0983793103795628,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,6417.669289196468,5134.135431357175,7701.2031470357615
2023-01-14,BDH,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,0.7614556983504874,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,19130.47411541917,15304.379292335338,22956.568938503002
2023-01-14,HGA,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,1.2406771950924935,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,17935.891256543,14348.713005234402,21523.0695078516
2023-01-14,SHG,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,0.1882555234793407,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,12280.648104705066,9824.518483764054,14736.77772564608
2023-01-15,BDH,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,0.7647051972676115,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,19212.11308017679,15369.690464141435,23054.535696212148
2023-01-15,HGA,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,1.244810752425724,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,17995.648166015315,14396.518532812252,21594.777799218376
2023-01-15,SHG,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,0.1904475939585634,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,12423.645482303926,9938.916385843142,14908.374578764711
2023-01-16,BDH,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.5512362069235617,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,13849.013161077084,11079.210528861668,16618.8157932925
2023-01-16,HGA,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.97326540560193,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14070.04380162726,11256.035041301808,16884.052561952714
2023-01-16,SHG,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.046444138688351,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,3029.7338065639765,2423.7870452511816,3635.680567876772
2023-01-17,BDH,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,0.5993946685281568,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15058.924919779369,12047.139935823498,18070.709903735242
2023-01-17,HGA,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,1.0345258544279794,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14955.657523566533,11964.526018853227,17946.78902827984
2023-01-17,SHG,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,0.0789312219896885,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,5148.994004609365,4119.195203687493,6178.792805531239
2023-01-18,BDH,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,0.6059728716023745,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15224.192766497048,12179.35421319764,18269.031319796457
2023-01-18,HGA,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,1.0428937229056765,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,15076.627893344177,12061.302314675342,18091.95347201301
2023-01-18,SHG,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,0.0833687937917086,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,5438.474263848353,4350.779411078683,6526.169116618024
2023-01-19,BDH,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,0.6040484715916374,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,15175.844996990736,12140.67599759259,18211.013996388883
2023-01-19,HGA,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,1.0404457707815715,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,15041.238991804887,12032.99119344391,18049.486790165865
2023-01-19,SHG,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,0.0820706181155997,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,5353.789159466114,4283.031327572891,6424.546991359337
2023-01-20,BDH,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.5508767274746762,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,13839.981759372657,11071.985407498127,16607.978111247186
2023-01-20,HGA,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.9728081262028644,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,14063.433126741045,11250.746501392836,16876.119752089253
2023-01-20,SHG,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.0462016384420402,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,3013.914561873533,2411.131649498827,3616.69747424824
2023-01-21,BDH,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,1.376085127784104,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,34572.15038867563,27657.720310940513,41486.580466410756
2023-01-21,HGA,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,2.0225226580549056,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,29238.66627214237,23390.933017713898,35086.39952657084
2023-01-21,SHG,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,0.6028766888605497,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,39328.01720550136,31462.413764401088,47193.62064660163
2023-01-22,BDH,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,1.3185412196494304,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,33126.4428479019,26501.154278321523,39751.731417482275
2023-01-22,HGA,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,1.949323358864694,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,28180.458161665327,22544.36652933226,33816.54979399839
2023-01-22,SHG,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,0.564058303165329,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,36795.74125468158,29436.593003745267,44154.8895056179
2023-01-23,BDH,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,1.0022477775183614,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,25180.027159276862,20144.021727421492,30216.032591132232
2023-01-23,HGA,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,1.54697914810534,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,22363.955657690953,17891.16452615276,26836.746789229142
2023-01-23,SHG,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,0.3506907856032988,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,22876.93902393947,18301.551219151577,27452.326828727364
2023-01-24,BDH,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,1.0060051760710906,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,25274.426368462653,20219.541094770128,30329.311642155182
2023-01-24,HGA,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,1.551758784208512,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,22433.052626452394,17946.442101161916,26919.663151742872
2023-01-24,SHG,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,0.3532254786917341,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,23042.287021688488,18433.82961735079,27650.744426026184
2023-01-25,BDH,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,1.0590835437025592,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,26607.943656812015,21286.354925449617,31929.532388174415
2023-01-25,HGA,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,1.6192776483025342,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,23409.141337477184,18727.31306998175,28090.969604972623
2023-01-25,SHG,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,0.3890314677804303,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,25378.0524957222,20302.441996577763,30453.66299486664
2023-01-26,BDH,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,1.079551388341911,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,27122.168677282363,21697.734941825893,32546.60241273883
2023-01-26,HGA,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,1.6453139731212842,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,23785.53633572193,19028.42906857754,28542.643602866316
2023-01-26,SHG,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,0.4028388144364956,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,26278.76001499678,21023.008011997426,31534.512017996138
2023-01-27,BDH,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,1.1140364990262368,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,27988.557252143615,22390.845801714895,33586.268702572335
2023-01-27,HGA,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,1.6891811002667283,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,24419.702922590623,19535.762338072498,29303.643507108747
2023-01-27,SHG,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,0.4261020297911703,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,27796.31103434885,22237.048827479084,33355.573241218626
2023-01-28,BDH,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,0.9033786578533932,0.4456113029154757,anchor_constrained_estimate,2023,25123.5549971729,20098.843997738324,30148.26599660748,1.0,single_anchor_scenario,2023.0,22696.083393851965,18156.866715081575,27235.300072622358
2023-01-28,HGA,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,1.4212117036333498,0.4456113029154757,anchor_constrained_estimate,2023,14456.533357337858,11565.226685870286,17347.84002880543,1.0,single_anchor_scenario,2023.0,20545.794401414485,16436.63552113159,24654.953281697384
2023-01-28,SHG,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,0.283994939858524,0.4456113029154757,anchor_constrained_estimate,2023,65233.932464418525,52187.145971534825,78280.71895730223,1.0,single_anchor_scenario,2023.0,18526.106726967555,14820.885381574044,22231.328072361066
