date,region_code,density_count,left_censored_count,censor_rate,censor_threshold_index,log_index_mean,log_index_std,density_log_likelihood,censor_log_likelihood,total_log_likelihood,uncertainty_flag
2022-02-11,SHG,3,3,0.5,0.1,0.1391312263244794,0.25,1.371778791210289,-2.528924474773903,-1.1571456835636138,estimated_log_std
2022-02-11,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-02-13,BDH,0,8,1.0,,,,,,,no_density_observation
2022-02-13,HGA,0,3,1.0,,,,,,,no_density_observation
2022-02-13,SHG,2,4,0.6666666666666666,0.09,0.10419766448265078,0.25,0.9295161477435845,-3.009303432724121,-2.0797872849805366,small_observed_sample
2022-02-13,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-02-14,BDH,0,8,1.0,,,,,,,no_density_observation
2022-02-14,HGA,0,3,1.0,,,,,,,no_density_observation
2022-02-14,SHG,3,3,0.5,0.1,0.11603006674894699,0.25,1.3891505883630786,-2.284447287372192,-0.8952966990091134,estimated_log_std
2022-02-14,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-02-22,BDH,0,8,1.0,,,,,,,no_density_observation
2022-02-22,HGA,0,3,1.0,,,,,,,no_density_observation
2022-02-22,SHG,1,5,0.8333333333333334,0.09,0.08617769624105233,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-02-22,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-03-01,BDH,0,8,1.0,,,,,,,no_density_observation
2022-03-01,HGA,0,3,1.0,,,,,,,no_density_observation
2022-03-01,SHG,1,5,0.8333333333333334,0.09,0.08617769624105233,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-03-01,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-03-13,BDH,0,8,1.0,,,,,,,no_density_observation
2022-03-13,HGA,0,3,1.0,,,,,,,no_density_observation
2022-03-13,SHG,3,3,0.5,0.1,0.19632309954946847,0.25,1.2786475620420985,-3.2093105238722455,-1.930662961830147,estimated_log_std
2022-03-13,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-03-19,BDH,0,8,1.0,,,,,,,no_density_observation
2022-03-19,HGA,0,3,1.0,,,,,,,no_density_observation
2022-03-19,SHG,1,5,0.8333333333333334,0.3,0.262364264467491,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-03-19,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-04-07,BDH,0,8,1.0,,,,,,,no_density_observation
2022-04-07,HGA,1,2,0.6666666666666666,8.58,2.259677591982769,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-04-07,SHG,0,6,1.0,,,,,,,no_density_observation
2022-04-07,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-04-23,BDH,0,8,1.0,,,,,,,no_density_observation
2022-04-23,HGA,0,3,1.0,,,,,,,no_density_observation
2022-04-23,SHG,1,5,0.8333333333333334,0.11,0.10436001532424277,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-04-23,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-05-09,BDH,0,8,1.0,,,,,,,no_density_observation
2022-05-09,HGA,0,3,1.0,,,,,,,no_density_observation
2022-05-09,SHG,2,4,0.6666666666666666,0.12,0.1992538137703328,0.25,0.8165816126074008,-4.02556463830673,-3.2089830256993297,small_observed_sample
2022-05-09,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-05-11,BDH,0,8,1.0,,,,,,,no_density_observation
2022-05-11,HGA,0,3,1.0,,,,,,,no_density_observation
2022-05-11,SHG,3,3,0.5,0.12,0.21465231212305783,0.25,1.2504160382552485,-3.2133078254157765,-1.962891787160528,estimated_log_std
2022-05-11,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-05-12,BDH,0,8,1.0,,,,,,,no_density_observation
2022-05-12,HGA,0,3,1.0,,,,,,,no_density_observation
2022-05-12,SHG,1,5,0.8333333333333334,0.11,0.10436001532424277,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-05-12,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-05-23,BDH,0,8,1.0,,,,,,,no_density_observation
2022-05-23,HGA,0,3,1.0,,,,,,,no_density_observation
2022-05-23,SHG,1,5,0.8333333333333334,0.12,0.11332868530700317,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-05-23,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-05-30,BDH,0,8,1.0,,,,,,,no_density_observation
2022-05-30,HGA,0,3,1.0,,,,,,,no_density_observation
2022-05-30,SHG,2,4,0.6666666666666666,0.14,0.1928352403899924,0.25,0.8735900153910156,-3.641573397487566,-2.7679833820965505,small_observed_sample
2022-05-30,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-06-14,BDH,0,8,1.0,,,,,,,no_density_observation
2022-06-14,HGA,0,3,1.0,,,,,,,no_density_observation
2022-06-14,SHG,2,4,0.6666666666666666,0.13,0.18842992554891497,0.25,0.8645665722928474,-3.70978259011305,-2.845216017820203,small_observed_sample
2022-06-14,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-06-15,BDH,0,8,1.0,,,,,,,no_density_observation
2022-06-15,HGA,0,3,1.0,,,,,,,no_density_observation
2022-06-15,SHG,2,4,0.6666666666666666,0.13,0.1961223849686547,0.25,0.8473210573615246,-3.8309461885235008,-2.9836251311619764,small_observed_sample
2022-06-15,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-06-17,BDH,0,8,1.0,,,,,,,no_density_observation
2022-06-17,HGA,0,3,1.0,,,,,,,no_density_observation
2022-06-17,SHG,3,3,0.5,0.13,0.22534842434492755,0.25,1.2514571372364618,-3.236623089687629,-1.9851659524511673,estimated_log_std
2022-06-17,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-06-19,BDH,0,8,1.0,,,,,,,no_density_observation
2022-06-19,HGA,1,2,0.6666666666666666,1.17,0.7747271675523681,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-06-19,SHG,1,5,0.8333333333333334,0.15,0.1397619423751587,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-06-19,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-02,BDH,0,8,1.0,,,,,,,no_density_observation
2022-07-02,HGA,1,2,0.6666666666666666,1.41,0.8796267475025635,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-07-02,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-02,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-03,BDH,1,7,0.875,1.52,0.9242589015233319,0.25,0.46735582791521796,-4.852030263919617,-4.384674436004399,small_observed_sample
2022-07-03,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-03,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-03,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-07,BDH,1,7,0.875,1.9,1.0647107369924282,0.25,0.46735582791521796,-4.852030263919617,-4.384674436004399,small_observed_sample
2022-07-07,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-07,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-07,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-08,BDH,1,7,0.875,1.85,1.0473189942805592,0.25,0.46735582791521796,-4.852030263919617,-4.384674436004399,small_observed_sample
2022-07-08,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-08,SHG,2,4,0.6666666666666666,0.16,0.1937184527943866,0.25,0.9018804660405867,-3.393521599385324,-2.491641133344737,small_observed_sample
2022-07-08,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-09,BDH,3,5,0.625,0.66,0.7250929517506711,0.35764157818560366,-0.6721436825710636,-6.531405652613966,-7.20354933518503,estimated_log_std
2022-07-09,HGA,1,2,0.6666666666666666,1.89,1.0612565021243408,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-07-09,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-09,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-10,BDH,3,5,0.625,0.51,0.6812856167269227,0.38711417558137273,-0.9097087932470724,-7.06481144906614,-7.974520242313212,estimated_log_std
2022-07-10,HGA,1,2,0.6666666666666666,2.04,1.1118575154181303,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-07-10,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-10,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-11,BDH,3,5,0.625,0.55,0.6644826095042866,0.3646883115074511,-0.7306789057425054,-6.59280938083049,-7.323488286572995,estimated_log_std
2022-07-11,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-11,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-11,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-12,BDH,3,5,0.625,0.31,0.6957043881290413,0.3891482204046808,-0.9254306637570735,-9.938646394634196,-10.864077058391269,estimated_log_std
2022-07-12,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-12,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-12,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-13,BDH,4,4,0.5,0.59,0.8471119849576196,0.39237492942105623,-1.4336043580335462,-7.2250454511444175,-8.658649809177964,estimated_log_std
2022-07-13,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-13,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-13,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-14,BDH,5,3,0.375,0.34,0.7234383782410095,0.4219589591721015,-2.2804565519123727,-5.619116047167741,-7.8995725990801136,estimated_log_std
2022-07-14,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-14,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-14,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-15,BDH,4,4,0.5,0.61,0.8433391499520181,0.3853777764198721,-1.3616293794630052,-7.0784203709285505,-8.440049750391555,estimated_log_std
2022-07-15,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-15,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-15,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-16,BDH,6,2,0.25,0.4,0.955672128870035,0.48822935502366194,-3.7118112368059277,-4.558650587928253,-8.27046182473418,estimated_log_std
2022-07-16,HGA,1,2,0.6666666666666666,2.15,1.1474024528375417,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-07-16,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-16,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-17,BDH,6,2,0.25,0.45,0.9145103933259046,0.43181430751230493,-2.975073438015011,-4.520750811053616,-7.495824249068627,estimated_log_std
2022-07-17,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-17,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-17,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-18,BDH,5,3,0.375,0.45,0.809931761095353,0.40989945525974775,-2.1354757638652324,-5.846654976283824,-7.982130740149056,estimated_log_std
2022-07-18,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-18,SHG,2,4,0.6666666666666666,0.2,0.22617434700350741,0.25,0.9039425804838273,-3.3723628910725902,-2.4684203105887628,small_observed_sample
2022-07-18,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-19,BDH,5,3,0.375,0.43,0.7918621087164517,0.4252211153726166,-2.318962796588292,-5.620080295939209,-7.939043092527501,estimated_log_std
2022-07-19,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-19,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-19,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-20,BDH,4,4,0.5,0.48,0.6927425633062751,0.3884809891943911,-1.3937099558814643,-6.0664674319064495,-7.460177387787914,estimated_log_std
2022-07-20,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-20,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-20,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-21,BDH,3,5,0.625,0.65,0.7468815978510849,0.3448485159249882,-0.5628654716583141,-7.183368104747232,-7.746233576405546,estimated_log_std
2022-07-21,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-21,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-21,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-22,BDH,2,6,0.75,0.75,0.5954437823886403,0.25,0.9141733328457993,-4.884816470308735,-3.9706431374629356,small_observed_sample
2022-07-22,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-22,SHG,1,5,0.8333333333333334,0.22,0.1988508587451652,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-07-22,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-23,BDH,3,5,0.625,0.83,0.8280287711346993,0.33399090226224176,-0.4668910242773555,-6.901815760195655,-7.3687067844730105,estimated_log_std
2022-07-23,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-23,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-23,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-24,BDH,3,5,0.625,0.77,0.8526954923542592,0.4110898678873525,-1.0899853044313357,-7.00033708246632,-8.090322386897656,estimated_log_std
2022-07-24,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-24,SHG,1,5,0.8333333333333334,0.23,0.20701416938432615,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-07-24,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-25,BDH,3,5,0.625,0.67,0.7745173474014404,0.3597797486816191,-0.6900258676700095,-7.272886430017009,-7.962912297687019,estimated_log_std
2022-07-25,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-25,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-25,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-26,BDH,5,3,0.375,0.48,0.8504603511464192,0.4528848665583208,-2.6341059484706233,-5.579147190760999,-8.213253139231622,estimated_log_std
2022-07-26,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-26,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-26,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-27,BDH,5,3,0.375,0.48,0.8567668770989286,0.4641356804084714,-2.756800891886913,-5.528874250753787,-8.285675142640699,estimated_log_std
2022-07-27,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-27,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-27,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-28,BDH,3,5,0.625,0.42,0.5715174125965269,0.2901753578878917,-0.045006030485126525,-7.496411477805182,-7.5414175082903085,estimated_log_std
2022-07-28,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-28,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-28,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-29,BDH,2,6,0.75,2.62,1.3702135177156924,0.25,0.8225148158306317,-5.984542755503339,-5.162027939672708,small_observed_sample
2022-07-29,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-29,SHG,1,5,0.8333333333333334,0.26,0.23111172096338664,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-07-29,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-30,BDH,4,4,0.5,0.86,1.109480582238068,0.4971736712028954,-2.3804906332783737,-7.263058011671423,-9.643548644949796,estimated_log_std
2022-07-30,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-30,SHG,1,5,0.8333333333333334,0.29,0.2546422183735807,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-07-30,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-07-31,BDH,4,4,0.5,0.94,1.13633776072164,0.48943513834551383,-2.317740805919345,-7.168994396476429,-9.486735202395774,estimated_log_std
2022-07-31,HGA,0,3,1.0,,,,,,,no_density_observation
2022-07-31,SHG,0,6,1.0,,,,,,,no_density_observation
2022-07-31,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-01,BDH,4,4,0.5,0.55,0.8334174875447536,0.46829485329183307,-2.14112552062785,-6.450142373670205,-8.591267894298054,estimated_log_std
2022-08-01,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-01,SHG,1,5,0.8333333333333334,0.23,0.20701416938432615,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-01,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-02,BDH,5,3,0.375,0.57,1.0051692169508026,0.5043208545941645,-3.171979679989993,-5.986380428837367,-9.15836010882736,estimated_log_std
2022-08-02,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-02,SHG,1,5,0.8333333333333334,0.23,0.20701416938432615,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-02,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-03,BDH,4,4,0.5,0.62,0.840405589837199,0.44690735053502,-1.9541382314248565,-6.212957906653808,-8.167096138078666,estimated_log_std
2022-08-03,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-03,SHG,1,5,0.8333333333333334,0.24,0.2151113796169455,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-03,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-09,BDH,1,7,0.875,0.65,0.5007752879124893,0.25,0.46735582791521796,-4.852030263919617,-4.384674436004399,small_observed_sample
2022-08-09,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-09,SHG,0,6,1.0,,,,,,,no_density_observation
2022-08-09,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-15,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-15,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-15,SHG,3,3,0.5,0.16,0.3738230236036791,0.32146632021212973,-0.35222810239009833,-4.261440271720595,-4.613668374110693,estimated_log_std
2022-08-15,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-16,BDH,1,7,0.875,0.66,0.5068176023684519,0.25,0.46735582791521796,-4.852030263919617,-4.384674436004399,small_observed_sample
2022-08-16,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-16,SHG,2,4,0.6666666666666666,0.17,0.2019319133705953,0.25,0.902415016297411,-3.388093533702566,-2.485678517405155,small_observed_sample
2022-08-16,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-19,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-19,HGA,1,2,0.6666666666666666,0.36,0.3074846997479606,0.25,0.46735582791521796,-1.3862943611198906,-0.9189385332046727,small_observed_sample
2022-08-19,SHG,0,6,1.0,,,,,,,no_density_observation
2022-08-19,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-22,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-22,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-22,SHG,1,5,0.8333333333333334,0.14,0.13102826240640408,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-22,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-23,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-23,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-23,SHG,1,5,0.8333333333333334,0.15,0.1397619423751587,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-23,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-24,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-24,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-24,SHG,1,5,0.8333333333333334,0.15,0.1397619423751587,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-24,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-08-25,BDH,0,8,1.0,,,,,,,no_density_observation
2022-08-25,HGA,0,3,1.0,,,,,,,no_density_observation
2022-08-25,SHG,1,5,0.8333333333333334,0.13,0.12221763272424921,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-08-25,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-07,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-07,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-07,SHG,2,4,0.6666666666666666,0.1,0.15116217459432552,0.25,0.8848005306780797,-3.5507256628267583,-2.6659251321486783,small_observed_sample
2022-09-07,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-10,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-10,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-10,SHG,3,3,0.5,0.15,0.2551621488725566,0.25,1.0629999259246072,-3.397899256524128,-2.3348993305995207,estimated_log_std
2022-09-10,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-13,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-13,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-13,SHG,1,5,0.8333333333333334,0.1,0.09531017980432487,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-09-13,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-14,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-14,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-14,SHG,1,5,0.8333333333333334,0.11,0.10436001532424277,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-09-14,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-17,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-17,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-17,SHG,1,5,0.8333333333333334,0.12,0.11332868530700317,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-09-17,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-09-25,BDH,0,8,1.0,,,,,,,no_density_observation
2022-09-25,HGA,0,3,1.0,,,,,,,no_density_observation
2022-09-25,SHG,1,5,0.8333333333333334,0.29,0.2546422183735807,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-09-25,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-10-02,BDH,0,8,1.0,,,,,,,no_density_observation
2022-10-02,HGA,0,3,1.0,,,,,,,no_density_observation
2022-10-02,SHG,2,4,0.6666666666666666,0.14,0.16902121589536512,0.25,0.9116162235934062,-3.287518521714748,-2.375902298121342,small_observed_sample
2022-10-02,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-10-07,BDH,0,8,1.0,,,,,,,no_density_observation
2022-10-07,HGA,0,3,1.0,,,,,,,no_density_observation
2022-10-07,SHG,1,5,0.8333333333333334,0.1,0.09531017980432487,0.25,0.46735582791521796,-3.4657359027997265,-2.9983800748845084,small_observed_sample
2022-10-07,其他_昌黎,0,1,1.0,,,,,,,no_density_observation
2022-10-10,BDH,0,8,1.0,,,,,,,no_density_observation
2022-10-10,HGA,0,3,1.0,,,,,,,no_density_observation
